approximator,n_players,mean_agg_mse,sem_mean,count,min_agg_mse,sem_min,sem,fixed_budget_mse,sem_fixed
"ProxySHAP (Linear, MSR) [our]",14,0.000817979198536626,0.00014654515409862163,30,1e-08,0.0,0.00014654515409862163,6.850841613533766e-08,1.0166633146929774e-08
"ProxySHAP (Linear, MSR) [our]",16,0.002676984309488698,0.0004039287969276874,30,1e-08,0.0,0.0004039287969276874,1e-08,0.0
"ProxySHAP (Linear, MSR) [our]",19,0.0007905456937531858,7.69415423548728e-05,30,1.059534792370009e-08,3.1799474189839587e-10,7.69415423548728e-05,3.5622001972385085e-08,9.96010965633795e-09
"ProxySHAP (Linear, MSR) [our]",21,0.0011387011342349877,0.00036401874875760157,30,5.040132291117662e-08,1.834026408332766e-08,0.00036401874875760157,6.268054708559453e-07,2.516398520530614e-07
"ProxySHAP (Linear, MSR) [our]",22,0.008946087275779823,0.0004483901865652729,30,1.713907131060601e-06,2.4450838633979683e-07,0.0004483901865652729,2.571482335655616e-05,3.6410709603731386e-06
"ProxySHAP (Linear, MSR) [our]",30,0.0006542994729366107,0.00010813193622306813,30,2.2261610363067303e-07,3.508269037213582e-08,0.00010813193622306813,5.903751875685551e-05,1.0004876924579519e-05
"ProxySHAP (Linear, MSR) [our]",33,0.0007427299788525823,0.0001744455899919349,30,5.8983696012396886e-08,1.808482694765124e-08,0.0001744455899919349,7.299161444811819e-05,2.3976248871888455e-05
"ProxySHAP (Linear, MSR) [our]",35,0.00033646446615510754,3.634455713488138e-05,30,2.4283259463083477e-07,6.31134749686659e-08,3.634455713488138e-05,7.452377886218341e-05,1.0505207393004944e-05
ProxySHAP (XGBoost) [our],8,0.29582584713610593,0.049858155137920177,60,2.4750853110694184e-05,2.874558007109043e-06,0.049858155137920177,0.0006209258654765668,0.00010709517060322468
ProxySHAP (XGBoost) [our],9,3229.4172334213126,950.0773620119518,90,0.011654938757752037,0.003752179093760538,950.0773620119518,0.36737944278574997,0.10983300124445139
ProxySHAP (XGBoost) [our],10,0.0045602083123477966,0.00040572634708577773,90,6.137155689275948e-06,4.7639361133938595e-07,0.00040572634708577773,9.09290599394911e-06,8.302284370634182e-07
ProxySHAP (XGBoost) [our],11,0.0028823366679502005,0.0002949820912767519,30,4.390144562935108e-06,3.668444257270208e-07,0.0002949820912767519,5.248219321729795e-06,4.888447971550414e-07
ProxySHAP (XGBoost) [our],12,0.000813049582643683,0.00012692799714934466,60,3.2803937697542584e-06,3.1307687081055364e-07,0.00012692799714934466,3.8028026660760855e-06,3.796372937710181e-07
ProxySHAP (XGBoost) [our],13,0.0032376484194281607,0.00034422449693696376,60,1.6963244756091964e-05,2.159155062305283e-06,0.00034422449693696376,1.8743194218069155e-05,2.3834748188741296e-06
ProxySHAP (XGBoost) [our],17,5.903902760321194e-06,9.58474433069974e-07,30,6.74834344507605e-08,7.062647107380359e-09,9.58474433069974e-07,2.635364089717577e-07,2.7269336066853365e-08
ProxySHAP (XGBoost) [our],19,0.0011978607998639576,0.0001259892521699132,30,1.0275520975833392e-05,7.230880558772703e-07,0.0001259892521699132,3.8184699655460255e-05,2.6282353604362877e-06
ProxySHAP (XGBoost) [our],20,0.0013640893760335456,7.138328966269004e-05,30,2.4316099427680653e-05,1.2107945211123801e-06,7.138328966269004e-05,9.072163752319281e-05,3.825626319282171e-06
ProxySHAP (XGBoost) [our],21,0.001322965290910041,0.00018798595230702986,60,2.0997747695141755e-05,3.0529499670184875e-06,0.00018798595230702986,7.586464068675966e-05,1.0862154525274594e-05
ProxySHAP (XGBoost) [our],23,0.00018580081990609472,1.302740729819545e-05,60,6.8845069946835756e-06,3.770199855519396e-07,1.302740729819545e-05,2.375278440982035e-05,1.3062128248589096e-06
ProxySHAP (XGBoost) [our],24,0.00022413541344780703,1.976319366525858e-05,30,7.706842641819077e-06,6.095256144411157e-07,1.976319366525858e-05,2.753692762528105e-05,2.1269049804349906e-06
ProxySHAP (XGBoost) [our],25,0.0009634096359585416,6.324814259773194e-05,30,3.4813974277820706e-05,1.5138084411498152e-06,6.324814259773194e-05,0.0001329193082071252,5.794417177523559e-06
ProxySHAP (XGBoost) [our],30,0.0009999946786653923,5.160367392065746e-05,30,6.38576135707694e-05,3.2744770227564826e-06,5.160367392065746e-05,0.00017528287519605535,8.292951404553606e-06
ProxySHAP (XGBoost) [our],36,7.02906911186941e-05,5.642511793175561e-06,30,6.358061875754171e-06,3.8944727728562883e-07,5.642511793175561e-06,1.6946263921994675e-05,1.1392834945363223e-06
ProxySHAP (XGBoost) [our],38,0.0001361031820223678,1.6114478476112872e-05,30,5.109294819782291e-08,7.033242364651036e-09,1.6114478476112872e-05,4.611525315545501e-07,7.011258925300468e-08
ProxySHAP (XGBoost) [our],41,0.0004185544348257045,3.5317267509353564e-05,30,5.33162587902245e-05,4.274640855837407e-06,3.5317267509353564e-05,0.00016489709598184845,1.4315487603128968e-05
ProxySHAP (XGBoost) [our],47,4.944079012222488e-06,6.668639334737244e-07,30,2.6551506257217647e-07,2.709348112177528e-08,6.668639334737244e-07,1.0539491237658825e-06,1.0438643441096652e-07
ProxySHAP (XGBoost) [our],60,3.755945935567087e-05,4.731345851000752e-06,30,4.75031014490899e-06,6.370064261520748e-07,4.731345851000752e-06,1.1433706637983574e-05,1.4945482644664399e-06
ProxySHAP (XGBoost) [our],64,8.893813467731853e-05,1.3814753583398369e-05,30,1.9753663449253033e-05,2.705791430728242e-06,1.3814753583398369e-05,4.26670461345561e-05,6.599937813719582e-06
ProxySHAP (XGBoost) [our],81,0.0015444482505163372,8.984468592566165e-05,30,0.00041730584432840665,2.6978769667675257e-05,8.984468592566165e-05,0.0008066012759267501,4.776542948003669e-05
ProxySHAP (XGBoost) [our],85,8.890354411382552e-06,5.101565621762164e-07,30,2.267528820155994e-06,1.3870065667737094e-07,5.101565621762164e-07,4.592074150266214e-06,2.7792999156299704e-07
ProxySHAP (XGBoost) [our],86,2.620458518547402e-05,3.3184899374674655e-06,30,3.4079390546417613e-06,4.843255382878169e-07,3.3184899374674655e-06,8.062970019625772e-06,1.0565715873691206e-06
ProxySHAP (XGBoost) [our],94,1.7306047344298793e-05,5.34307084553518e-06,30,5.3530858721519146e-06,1.4821727674903516e-06,5.34307084553518e-06,9.743180171750352e-06,2.7450955349795215e-06
ProxySHAP (XGBoost) [our],111,5.0580388699732535e-06,1.1858002984163929e-06,30,9.035182344330658e-07,2.1072639232708164e-07,1.1858002984163929e-06,2.1119644794997772e-06,5.167721485404917e-07
ProxySHAP (XGBoost) [our],170,9.181064940504848e-06,6.605546505280558e-06,30,5.5184226849497e-07,9.561251754397012e-08,6.605546505280558e-06,1.3762030253868475e-06,2.881995016097634e-07
ProxySHAP (XGBoost) [our],212,5.52480535145982e-07,6.735981243593524e-08,30,1.5999713496345996e-07,1.597345183853639e-08,6.735981243593524e-08,3.3597126517231963e-07,3.738739220751235e-08
"ProxySHAP (XGBoost, MSR) [our]",8,0.2959352970456735,0.049867381703878326,60,1e-08,0.0,0.049867381703878326,0.0005697736171425778,0.00010273778619114076
"ProxySHAP (XGBoost, MSR) [our]",9,3229.430891327652,950.0783597712016,90,3.89322519386949e-08,1.449954910581146e-08,950.0783597712016,0.29838147102353113,0.09101119947093221
"ProxySHAP (XGBoost, MSR) [our]",10,0.004568581607016382,0.000405946865782645,90,1e-08,0.0,0.000405946865782645,1.7268025014627e-06,1.7816697144406354e-07
"ProxySHAP (XGBoost, MSR) [our]",11,0.0028815348992871437,0.00029491982770951376,30,1e-08,0.0,0.00029491982770951376,5.332662567540282e-07,6.595157087169562e-08
"ProxySHAP (XGBoost, MSR) [our]",12,0.0008152398394316137,0.00012685351704264363,60,1e-08,0.0,0.00012685351704264363,1.7475867944504144e-07,1.7840115847270785e-08
"ProxySHAP (XGBoost, MSR) [our]",13,0.003238518418567723,0.00034364125665323713,60,1e-08,0.0,0.00034364125665323713,1.8862459455818976e-06,2.3563856507814934e-07
"ProxySHAP (XGBoost, MSR) [our]",17,7.283263521216851e-06,9.61569525089946e-07,30,1e-08,0.0,9.61569525089946e-07,1.0872901534545715e-07,1.2914237994067673e-08
"ProxySHAP (XGBoost, MSR) [our]",19,0.0011997245236110522,0.00012597755553545002,30,9.136796608564481e-07,6.4576237737656e-08,0.00012597755553545002,2.653657332411982e-05,1.8495535618192658e-06
"ProxySHAP (XGBoost, MSR) [our]",20,0.0013801519949864344,7.090160468419774e-05,30,2.6766543544569996e-06,1.3963541268385033e-07,7.090160468419774e-05,6.582861731934303e-05,2.856522218504796e-06
"ProxySHAP (XGBoost, MSR) [our]",21,0.0013297651914343403,0.00018820580122619113,60,2.7964505396730677e-06,4.149427162675862e-07,0.00018820580122619113,5.977042590690555e-05,8.652530361008116e-06
"ProxySHAP (XGBoost, MSR) [our]",23,0.00019495111373244513,1.3102569339889338e-05,60,1.0921744787797125e-06,6.333892845387207e-08,1.3102569339889338e-05,2.0054764573525627e-05,1.1518593493506633e-06
"ProxySHAP (XGBoost, MSR) [our]",24,0.00023842161071427722,1.985290727654526e-05,30,1.835234894401474e-06,1.5692025924033897e-07,1.985290727654526e-05,2.6286071974010338e-05,2.0145835861752436e-06
"ProxySHAP (XGBoost, MSR) [our]",25,0.0009999886286157819,6.435190276558744e-05,30,9.52030904472432e-06,4.205936622583349e-07,6.435190276558744e-05,0.0001376992891273456,5.7745781780398554e-06
"ProxySHAP (XGBoost, MSR) [our]",30,0.001120017562548961,5.570500965587313e-05,30,2.810731611255684e-05,1.6511858748392468e-06,5.570500965587313e-05,0.00027887781212041336,1.4518934343248949e-05
"ProxySHAP (XGBoost, MSR) [our]",36,9.665875557966704e-05,6.606381390464383e-06,30,4.994860707181495e-06,3.329211060306665e-07,6.606381390464383e-06,3.8360380584904756e-05,2.5838405272254623e-06
"ProxySHAP (XGBoost, MSR) [our]",38,0.00014461851481128944,1.635242025780435e-05,30,1.2984179933254007e-07,1.7624375751395787e-08,1.635242025780435e-05,1.7452838074226106e-06,2.47132478668736e-07
"ProxySHAP (XGBoost, MSR) [our]",41,0.0006466231772729525,4.711742489709941e-05,30,6.293689711475626e-05,5.142901743225089e-06,4.711742489709941e-05,0.0006431084454084134,4.785302250234281e-05
"ProxySHAP (XGBoost, MSR) [our]",47,1.94679563153474e-05,1.1885161156460772e-06,30,5.679512326294953e-07,5.876012052214995e-08,1.1885161156460772e-06,5.161801531699841e-06,5.110048677903201e-07
"ProxySHAP (XGBoost, MSR) [our]",60,0.0001413724299098152,1.555003574580275e-05,30,2.2936716759453648e-05,3.121054897786546e-06,1.555003574580275e-05,0.00019275593901166486,2.7248386039293828e-05
"ProxySHAP (XGBoost, MSR) [our]",64,0.0005125554993328306,6.597499406840809e-05,30,0.00011562340725331901,1.58699168204042e-05,6.597499406840809e-05,0.0008033316911942467,0.00013035744646222312
"ProxySHAP (XGBoost, MSR) [our]",81,0.02948188608037059,0.0023911254149132518,30,0.0028311872501348835,0.00018393980949621462,0.0023911254149132518,0.044979286820603245,0.0030183195854471857
"ProxySHAP (XGBoost, MSR) [our]",85,0.0003253857351010067,1.593211545249605e-05,30,3.2701574876287826e-05,2.1561622184856084e-06,1.593211545249605e-05,0.00029514898415670336,2.302459700857663e-05
"ProxySHAP (XGBoost, MSR) [our]",86,0.0003226233489334121,3.033704408824592e-05,30,5.164514475879743e-05,6.922348114952101e-06,3.033704408824592e-05,0.0003692700171475867,5.781118024803429e-05
ProxySPEX (XGBoost),8,2.3174370266522084,0.57337721375259,90,0.31244865477701944,0.042336984979249676,0.57337721375259,0.5047625221688772,0.0675537862894487
ProxySPEX (XGBoost),9,15898.180889765932,4423.6026554202635,90,2109.9580458411674,654.0251343856393,4423.6026554202635,3248.9953202631336,867.4242419433931
ProxySPEX (XGBoost),10,0.021304078634698048,0.0036378566163285772,90,0.0029642230036857615,0.0003051745296581608,0.0036378566163285772,0.003807076513383701,0.0003052664317031626
ProxySPEX (XGBoost),11,0.0163281145971513,0.0038374351852590734,30,0.00355321514130221,0.0007897257833900289,0.0038374351852590734,0.004278412316594443,0.000731558029171089
ProxySPEX (XGBoost),12,17.62563283151515,3.794090260083326,90,3.351132928702742,0.6404203862164858,3.794090260083326,3.9795089098885432,0.7173860845168533
ProxySPEX (XGBoost),13,0.3864043970430672,0.09972704835136106,90,0.11030763234183219,0.06073580740397419,0.09972704835136106,0.17080011070958284,0.06295436167577578
ProxySPEX (XGBoost),14,0.005089491122378066,0.0007566972679673652,30,0.0007065176570481101,8.501745927148445e-05,0.0007566972679673652,0.0012271462937139934,0.00022887451281962745
ProxySPEX (XGBoost),15,0.39719579608947936,0.11912425011577177,30,0.017651664293071287,0.002292247515229316,0.11912425011577177,0.20446845294716604,0.04104644428390489
ProxySPEX (XGBoost),16,0.001561740924982321,0.0001229269408081413,30,0.0006519773990379163,0.000156278638891251,0.0001229269408081413,0.0006639484896893058,0.00015887394969828686
ProxySPEX (XGBoost),17,3.0702025178046285e-05,7.528789751050517e-06,30,1.3615264533258145e-05,2.6475203337490554e-06,7.528789751050517e-06,1.9930185261274167e-05,4.750709338481554e-06
ProxySPEX (XGBoost),19,0.011106740482757808,0.002518582979725613,60,0.0007442018950018593,6.849863361773099e-05,0.002518582979725613,0.007371040636484162,0.0013587058647420416
ProxySPEX (XGBoost),20,0.0036727447812682835,0.0005506518989333015,30,0.0009219099345393234,5.715506625436627e-05,0.0005506518989333015,0.0031740583079388268,0.0007551143658383753
ProxySPEX (XGBoost),21,0.0036871961287726763,0.0008153560147282503,90,0.0006802214256885884,0.00010747497160174454,0.0008153560147282503,0.0031553105543952946,0.0011055636992386875
ProxySPEX (XGBoost),22,0.01532836312765996,0.001621378975512912,30,0.00959672737492351,0.0008899316442507819,0.001621378975512912,0.013810639006292796,0.0014265260734343675
ProxySPEX (XGBoost),23,0.0010151325516612518,0.00017429257440565438,60,0.00011857052471232394,9.51055555519332e-06,0.00017429257440565438,0.0006796582681651098,0.00012297168728559447
ProxySPEX (XGBoost),24,0.0003623301524071032,2.7978125808421544e-05,30,0.00014746011843811907,1.2347880700651132e-05,2.7978125808421544e-05,0.0002134722022178308,2.9093456746785593e-05
ProxySPEX (XGBoost),25,0.006872663097886314,0.0009641558898037046,30,0.0007256748652271021,0.0001935391824995891,0.0009641558898037046,0.007391059377667742,0.0015026284550581604
ProxySPEX (XGBoost),30,0.003673604306234454,0.0007801967376694673,60,0.00041164139272243907,3.712456974049341e-05,0.0007801967376694673,0.0021868595312171868,0.0006033488614894012
ProxySPEX (XGBoost),33,0.0012394211095035663,0.0001729258937747507,30,0.0003121501969676569,5.690790412044878e-05,0.0001729258937747507,0.00048179985860882557,0.0001458518855381577
ProxySPEX (XGBoost),35,0.0039603565280912235,0.0006910221926527377,30,0.00020924509134004674,3.1634688507603445e-05,0.0006910221926527377,0.003337088203152991,0.0006816485368128573
ProxySPEX (XGBoost),36,0.0003242947954959297,3.597953647966907e-05,30,2.954522562653333e-05,2.8772650990379912e-06,3.597953647966907e-05,5.319565022039223e-05,2.2284043760074752e-05
ProxySPEX (XGBoost),38,0.006860311224142837,0.0008963014306232138,30,0.000894125156362713,0.0003820371987003582,0.0008963014306232138,0.006329265517912586,0.0008826725617520506
ProxySPEX (XGBoost),41,0.0009912446533431169,0.00011679519756537564,30,9.38832339637909e-05,1.0893092164608045e-05,0.00011679519756537564,0.00033215529850001056,0.0001520210355881537
ProxySPEX (XGBoost),47,0.0004789605939894352,0.0001973576182371531,30,5.745014414992092e-06,1.3742970443868929e-06,0.0001973576182371531,0.00024490482401372764,6.429563248996135e-05
ProxySPEX (XGBoost),60,0.00017360182740538548,3.498455098273211e-05,90,3.363332735625956e-05,7.652655244107083e-06,3.498455098273211e-05,0.00016870863172752335,5.537287540730805e-05
ProxySPEX (XGBoost),64,0.0004303126825726467,6.28835595728918e-05,30,3.1994545275744146e-05,4.954563468131142e-06,6.28835595728918e-05,3.475800673484001e-05,5.455791241692667e-06
ProxySPEX (XGBoost),79,0.00043742997210568016,0.00013157521897855625,30,0.00012963686276182043,1.3206829754258816e-05,0.00013157521897855625,0.0003939458750231953,0.00012499769722695565
ProxySPEX (XGBoost),81,0.0032902577676207165,0.000804836402119324,30,0.0010928499626285068,4.5935171825326665e-05,0.000804836402119324,0.0017768424305554433,0.0006037393221343259
ProxySPEX (XGBoost),85,8.53218069284825e-05,1.4671475841143178e-05,30,4.721538472645189e-06,4.0501976423068376e-07,1.4671475841143178e-05,4.642530006391193e-05,2.1568083175594397e-05
ProxySPEX (XGBoost),86,7.837105136918932e-05,1.7264021013789744e-05,30,1.9558334943857617e-05,3.867068799256008e-06,1.7264021013789744e-05,7.335919308629222e-05,2.008925363789656e-05
ProxySPEX (XGBoost),94,0.0003733572921975394,3.831605326606374e-05,30,5.0177983180649705e-06,1.2431311931565747e-06,3.831605326606374e-05,5.828810176139741e-06,1.3966013463981342e-06
ProxySPEX (XGBoost),101,2.71977569463501,0.8270134556592036,30,0.12249226967245926,0.033753338457209674,0.8270134556592036,2.276470529085137,0.829850564514703
ProxySPEX (XGBoost),111,0.00020568804643216932,3.232925229949546e-05,30,1.2630342552565472e-05,1.0528504496471911e-05,3.232925229949546e-05,9.574256492635103e-05,4.500187127352444e-05
ProxySPEX (XGBoost),170,0.0002772497426403638,0.00013555243847771154,30,0.00014230961287768596,9.048062608025618e-05,0.00013555243847771154,0.00031012364641525036,0.00015587751189295764
ProxySPEX (XGBoost),212,4.2474218773212625e-06,1.4507868617532118e-06,30,3.944875122071225e-07,3.348652410204604e-08,1.4507868617532118e-06,2.903642022408425e-06,1.800592890962511e-06
