dataset,index,order,depth,r2_score,fourier_time_mean,interventional_time_mean,relative_runtime
BikeSharingLocalXAI,FBII,2,3,0.999468109643141,0.0017055751872248948,0.000203141407109797,0.11910434006742561
BikeSharingLocalXAI,FBII,2,4,0.9998614759404173,0.00500037499004975,0.00020822500810027122,0.04164187856203151
BikeSharingLocalXAI,FBII,2,5,0.999967295787932,0.014963358221575618,0.0002629998023621738,0.01757625517398596
BikeSharingLocalXAI,FBII,2,6,0.9999877250568083,0.04636935859452933,0.0003191499970853329,0.006882777911079113
BikeSharingLocalXAI,FBII,2,7,0.9999970633639096,0.1283679165877402,0.00046313341008499267,0.003607859521256921
BikeSharingLocalXAI,FBII,2,8,0.9999992113827687,0.31702301659388465,0.0007266249973326922,0.0022920260022114393
BikeSharingLocalXAI,FBII,3,3,0.999468109643141,0.0018329500104300677,0.0003314832109026611,0.1808468365293196
BikeSharingLocalXAI,FBII,3,4,0.9998614759404173,0.005167358182370662,0.000401949614752084,0.07778628857651183
BikeSharingLocalXAI,FBII,3,5,0.999967295787932,0.01640845019137487,0.0005034251953475177,0.030680849774108714
BikeSharingLocalXAI,FBII,3,6,0.9999877250568083,0.048176766803953795,0.0006115833879448473,0.012694571024941748
BikeSharingLocalXAI,FBII,3,7,0.9999970633639096,0.13299070860957726,0.0007604999816976487,0.00571844446614883
BikeSharingLocalXAI,FBII,3,8,0.9999992113827687,0.3601330834091641,0.00133890820434317,0.003717815068997628
BikeSharingLocalXAI,FSII,1,1,0.9647660322129868,0.0004134087939746678,0.00015795801300555468,0.38208672700666785
BikeSharingLocalXAI,FSII,1,2,0.9977535071382283,0.0009220417938195169,0.00014462500112131239,0.1568529779135171
BikeSharingLocalXAI,FSII,1,3,0.999468109643141,0.0027495168149471285,0.00014099180698394774,0.0512787578593728
BikeSharingLocalXAI,FSII,1,4,0.9998614759404173,0.009129491413477808,0.00016298338305205108,0.01785240553613313
BikeSharingLocalXAI,FSII,1,5,0.999967295787932,0.03173808339051902,0.00022098340559750795,0.006962720554938152
BikeSharingLocalXAI,FSII,1,6,0.9999877250568083,0.09647294958122074,0.00026082501281052826,0.0027036077360829444
BikeSharingLocalXAI,FSII,1,7,0.9999970633639096,0.24649460859363898,0.0003675416111946106,0.0014910736315556694
BikeSharingLocalXAI,FSII,1,8,0.9999992113827687,0.5241231748135761,0.0006328663905151189,0.0012074764500543626
BikeSharingLocalXAI,FSII,2,2,0.9977535071382283,0.0010388333932496608,0.00017311678966507315,0.1666453839373917
BikeSharingLocalXAI,FSII,2,3,0.999468109643141,0.002908675011713058,0.00020370021229609847,0.07003196007660191
BikeSharingLocalXAI,FSII,2,4,0.9998614759404173,0.010021499800495803,0.0002362166065722704,0.023570983512925265
BikeSharingLocalXAI,FSII,2,5,0.999967295787932,0.03289674998959526,0.00025896700099110604,0.007872115059177984
BikeSharingLocalXAI,FSII,2,6,0.9999877250568083,0.10185648300684988,0.00036559998989105225,0.003589363966812653
BikeSharingLocalXAI,FSII,2,7,0.9999970633639096,0.24833557520760224,0.0004639497958123684,0.0018682373454730282
BikeSharingLocalXAI,FSII,2,8,0.9999992113827687,0.5245987585978582,0.0016380580025725066,0.0031224969097347656
BikeSharingLocalXAI,FSII,3,3,0.999468109643141,0.0032166415941901503,0.0003117165877483785,0.09690746656742745
BikeSharingLocalXAI,FSII,3,4,0.9998614759404173,0.010658050398342311,0.0004255998181179166,0.039932239219295854
BikeSharingLocalXAI,FSII,3,5,0.999967295787932,0.03573454160941765,0.0005322082084603608,0.014893382830468437
BikeSharingLocalXAI,FSII,3,6,0.9999877250568083,0.10982643339084461,0.0006259085843339562,0.005699070478839145
BikeSharingLocalXAI,FSII,3,7,0.9999970633639096,0.2877433166024275,0.0007146833930164575,0.0024837532334553904
BikeSharingLocalXAI,FSII,3,8,0.9999992113827687,0.5548704499960877,0.001257849799003452,0.0022669251876943908
BreastCancerLocalXAI,SII,1,1,0.9743559126403597,0.0004075583885423839,0.00015278338687494398,0.37487484289396567
BreastCancerLocalXAI,SII,1,2,0.9897501888587744,0.0012947501963935792,0.00015835020458325743,0.12230174208455728
BreastCancerLocalXAI,SII,1,3,0.9955721956885023,0.004994924808852374,0.00017482481198385357,0.03500048923139266
BreastCancerLocalXAI,SII,1,4,0.9983471195358207,0.025140874995850028,0.0001793834031559527,0.007135129671722375
BreastCancerLocalXAI,SII,1,5,0.9991639109487077,0.1393927251920104,0.00020909998565912246,0.001500078181060682
BreastCancerLocalXAI,SII,1,6,0.9995555710871242,0.7708995166001842,0.00025788339553400874,0.0003345227101339022
BreastCancerLocalXAI,SII,1,7,0.9998470155975615,4.466175249801017,0.0004124250030145049,9.234411547842414e-05
BreastCancerLocalXAI,SII,1,8,0.9999663386102522,25.544579041411634,0.0008110668160952628,3.175103472170751e-05
BreastCancerLocalXAI,SII,2,2,0.9897501888587744,0.0015181167866103352,0.0002745083998888731,0.18082166162051205
BreastCancerLocalXAI,SII,2,3,0.9955721956885023,0.005579317000228912,0.00039146660128608346,0.07016389304820324
BreastCancerLocalXAI,SII,2,4,0.9983471195358207,0.02798384999623522,0.00048695019213482735,0.01740111500741816
BreastCancerLocalXAI,SII,2,5,0.9991639109487077,0.14749610819853842,0.000523125403560698,0.0035467064856825954
BreastCancerLocalXAI,SII,2,6,0.9995555710871242,0.8119357163901441,0.0006171916029416025,0.0007601483596332337
BreastCancerLocalXAI,SII,2,7,0.9998470155975615,4.831165591813624,0.0008486749837175011,0.00017566671387864966
BreastCancerLocalXAI,SII,2,8,0.9999663386102522,26.339311599789653,0.0011279666214250028,4.2824453370831866e-05
BreastCancerLocalXAI,SII,3,3,0.9955721956885023,0.006076966610271484,0.0010168333770707249,0.16732581274217312
BreastCancerLocalXAI,SII,3,4,0.9983471195358207,0.029270133399404586,0.002350541390478611,0.08030511369403004
BreastCancerLocalXAI,SII,3,5,0.9991639109487077,0.15934540020534768,0.003404708404559642,0.02136684460406143
BreastCancerLocalXAI,SII,3,6,0.9995555710871242,0.885043733601924,0.0044182584038935605,0.004992135683411109
BreastCancerLocalXAI,SII,3,7,0.9998470155975615,4.9386538418009875,0.004662833386100828,0.0009441506806236139
BreastCancerLocalXAI,SII,3,8,0.9999663386102522,27.385402966395485,0.005155167006887495,0.00018824506665881014
BreastCancerLocalXAI,BII,1,1,0.9743559126403597,0.00028960818890482186,0.00013697481481358408,0.47296595904820943
BreastCancerLocalXAI,BII,1,2,0.9897501888587744,0.0006526749930344522,0.00015467520570382475,0.23698656659833148
BreastCancerLocalXAI,BII,1,3,0.9955721956885023,0.0018688664073124527,0.00018203338840976356,0.09740310366621605
BreastCancerLocalXAI,BII,1,4,0.9983471195358207,0.005610624596010893,0.00019839161541312933,0.03535998746987708
BreastCancerLocalXAI,BII,1,5,0.9991639109487077,0.02027123300358653,0.00033204997889697553,0.016380354309884698
BreastCancerLocalXAI,BII,1,6,0.9995555710871242,0.08113662480609492,0.0005986499949358403,0.007378295515330214
BreastCancerLocalXAI,BII,1,7,0.9998470155975615,0.359575591608882,0.0012659749831072987,0.0035207478278568103
BreastCancerLocalXAI,BII,1,8,0.9999663386102522,1.6862666917848401,0.0034728832193650304,0.0020595100622482995
BreastCancerLocalXAI,BII,2,2,0.9897501888587744,0.0006840832065790892,0.00028046719962731,0.4099898914780395
BreastCancerLocalXAI,BII,2,3,0.9955721956885023,0.0018438667873851955,0.0004013000056147575,0.21764045448415759
BreastCancerLocalXAI,BII,2,4,0.9983471195358207,0.005746641592122614,0.0004970334121026099,0.08649111035285961
BreastCancerLocalXAI,BII,2,5,0.9991639109487077,0.020682375016622245,0.0006215913919731975,0.030054159228503977
BreastCancerLocalXAI,BII,2,6,0.9995555710871242,0.08463802521582693,0.0009239666163921356,0.010916684481189407
BreastCancerLocalXAI,BII,2,7,0.9998470155975615,0.37357517539057883,0.001530224597081542,0.004096162426964446
BreastCancerLocalXAI,BII,2,8,0.9999663386102522,1.713019474793691,0.0044022002024576064,0.0025698483100945416
BreastCancerLocalXAI,BII,3,3,0.9955721956885023,0.001797416596673429,0.0009805581998080016,0.5455375240346456
BreastCancerLocalXAI,BII,3,4,0.9983471195358207,0.005638658185489476,0.0019315331941470505,0.3425519211499038
BreastCancerLocalXAI,BII,3,5,0.9991639109487077,0.02059629177674651,0.00389613340375945,0.18916674156647154
BreastCancerLocalXAI,BII,3,6,0.9995555710871242,0.08348486700560898,0.004665350390132517,0.05588258755708472
BreastCancerLocalXAI,BII,3,7,0.9998470155975615,0.3610511499922723,0.005523791781160981,0.015299194535952063
BreastCancerLocalXAI,BII,3,8,0.9999663386102522,1.6756903250119648,0.009590741794090718,0.005723457163257321
BreastCancerLocalXAI,FBII,1,1,0.9743559126403597,0.00029538339003920555,0.00015424200100824236,0.5221756070568835
BreastCancerLocalXAI,FBII,1,2,0.9897501888587744,0.000715650396887213,0.00015384180005639791,0.21496781211265575
BreastCancerLocalXAI,FBII,1,3,0.9955721956885023,0.0020483667962253095,0.00017395020695403217,0.08492141508766117
BreastCancerLocalXAI,FBII,1,4,0.9983471195358207,0.0063661667983978985,0.00017733320128172637,0.027855569434082975
BreastCancerLocalXAI,FBII,1,5,0.9991639109487077,0.024716225010342895,0.00025192499160766604,0.010192696963320412
BreastCancerLocalXAI,FBII,1,6,0.9995555710871242,0.0982694752048701,0.0002516165957786143,0.002560475623320969
BreastCancerLocalXAI,FBII,1,7,0.9998470155975615,0.4261731081875041,0.0003410497796721756,0.000800261145342196
BreastCancerLocalXAI,FBII,1,8,0.9999663386102522,1.8967265750048683,0.0006710084155201912,0.0003537718216018927
BreastCancerLocalXAI,FBII,2,2,0.9897501888587744,0.0007566332118585706,0.0002858080086298287,0.3777365362112227
BreastCancerLocalXAI,FBII,2,3,0.9955721956885023,0.0021234332001768053,0.0003818500088527799,0.17982671120569535
BreastCancerLocalXAI,FBII,2,4,0.9983471195358207,0.0072160916053690015,0.00047536661149933935,0.06587591143461254
BreastCancerLocalXAI,FBII,2,5,0.9991639109487077,0.029184791806619613,0.0005702666006982326,0.019539855020274166
BreastCancerLocalXAI,FBII,2,6,0.9995555710871242,0.12699694999027997,0.0006388082168996334,0.005030106762001184
BreastCancerLocalXAI,FBII,2,7,0.9998470155975615,0.5495352251920849,0.0007754751946777106,0.0014111473826025447
BreastCancerLocalXAI,FBII,2,8,0.9999663386102522,2.4415481497882867,0.001063116593286395,0.00043542724864081866
BreastCancerLocalXAI,FBII,3,3,0.9955721956885023,0.0022309166146442295,0.000981324794702232,0.43987515636424923
BreastCancerLocalXAI,FBII,3,4,0.9983471195358207,0.007603733404539526,0.0019774499931372704,0.26006303587086677
BreastCancerLocalXAI,FBII,3,5,0.9991639109487077,0.03288234178908169,0.0035730668110772966,0.10866217600912183
BreastCancerLocalXAI,FBII,3,6,0.9995555710871242,0.15045758358901368,0.004539458395447582,0.030171017553009875
BreastCancerLocalXAI,FBII,3,7,0.9998470155975615,0.7229158414062112,0.004556733195204288,0.006303269252393971
BreastCancerLocalXAI,FBII,3,8,0.9999663386102522,3.2973702664021403,0.0052859500050544735,0.0016030805090088145
BreastCancerLocalXAI,FSII,1,1,0.9743559126403597,0.0005118834087625146,0.00012339178938418626,0.2410544809070637
BreastCancerLocalXAI,FSII,1,2,0.9897501888587744,0.0014670001692138612,0.0001622337964363396,0.1105888055372739
BreastCancerLocalXAI,FSII,1,3,0.9955721956885023,0.005122866597957909,0.00017488341545686127,0.03413780392535964
BreastCancerLocalXAI,FSII,1,4,0.9983471195358207,0.024446783610619603,0.00016080818604677916,0.006577887243086024
BreastCancerLocalXAI,FSII,1,5,0.9991639109487077,0.13626847480190918,0.00022373339161276817,0.0016418573110031872
BreastCancerLocalXAI,FSII,1,6,0.9995555710871242,0.7774510749964975,0.00030929161002859475,0.0003978277475916901
BreastCancerLocalXAI,FSII,1,7,0.9998470155975615,4.501794966810849,0.00042960839346051216,9.543046643122763e-05
BreastCancerLocalXAI,FSII,1,8,0.9999663386102522,25.97377136661671,0.0007526664063334465,2.8977940696776345e-05
BreastCancerLocalXAI,FSII,2,2,0.9897501888587744,0.0016175832017324865,0.000286616594530642,0.17718816208258462
BreastCancerLocalXAI,FSII,2,3,0.9955721956885023,0.005662000214215368,0.0003926833858713508,0.06935418068078761
