dataset,index,order,depth,method,run,time_seconds
BreastCancerLocalXAI,BII,2,4,fourier,5,0.005957999965175986
BreastCancerLocalXAI,BII,2,4,interventional,1,0.0006501669995486736
BreastCancerLocalXAI,BII,2,4,interventional,2,0.00048225000500679016
BreastCancerLocalXAI,BII,2,4,interventional,3,0.0004391670227050781
BreastCancerLocalXAI,BII,2,4,interventional,4,0.00044358300510793924
BreastCancerLocalXAI,BII,2,4,interventional,5,0.0004700000281445682
BreastCancerLocalXAI,BII,2,5,fourier,1,0.020803417020943016
BreastCancerLocalXAI,BII,2,5,fourier,2,0.020440082997083664
BreastCancerLocalXAI,BII,2,5,fourier,3,0.020125792012549937
BreastCancerLocalXAI,BII,2,5,fourier,4,0.021045500005129725
BreastCancerLocalXAI,BII,2,5,fourier,5,0.020997083047404885
BreastCancerLocalXAI,BII,2,5,interventional,1,0.0008235409623011947
BreastCancerLocalXAI,BII,2,5,interventional,2,0.0005621250020340085
BreastCancerLocalXAI,BII,2,5,interventional,3,0.0005979999550618231
BreastCancerLocalXAI,BII,2,5,interventional,4,0.0005134580424055457
BreastCancerLocalXAI,BII,2,5,interventional,5,0.0006108329980634153
BreastCancerLocalXAI,BII,2,6,fourier,1,0.084258959046565
BreastCancerLocalXAI,BII,2,6,fourier,2,0.08530591701855883
BreastCancerLocalXAI,BII,2,6,fourier,3,0.08582154201576486
BreastCancerLocalXAI,BII,2,6,fourier,4,0.08356129098683596
BreastCancerLocalXAI,BII,2,6,fourier,5,0.08424241701141
BreastCancerLocalXAI,BII,2,6,interventional,1,0.0019780409638769925
BreastCancerLocalXAI,BII,2,6,interventional,2,0.0008440000237897038
BreastCancerLocalXAI,BII,2,6,interventional,3,0.0005757920444011688
BreastCancerLocalXAI,BII,2,6,interventional,4,0.0006365000153891742
BreastCancerLocalXAI,BII,2,6,interventional,5,0.0005855000345036387
BreastCancerLocalXAI,BII,2,7,fourier,1,0.3557289589662105
BreastCancerLocalXAI,BII,2,7,fourier,2,0.36150016699684784
BreastCancerLocalXAI,BII,2,7,fourier,3,0.36689124995609745
BreastCancerLocalXAI,BII,2,7,fourier,4,0.41411466704448685
BreastCancerLocalXAI,BII,2,7,fourier,5,0.3696408339892514
BreastCancerLocalXAI,BII,2,7,interventional,1,0.004573500016704202
BreastCancerLocalXAI,BII,2,7,interventional,2,0.0008461660472676158
BreastCancerLocalXAI,BII,2,7,interventional,3,0.0007481249631382525
BreastCancerLocalXAI,BII,2,7,interventional,4,0.0007359159644693136
BreastCancerLocalXAI,BII,2,7,interventional,5,0.0007474159938283265
BreastCancerLocalXAI,BII,2,8,fourier,1,1.646101250022184
BreastCancerLocalXAI,BII,2,8,fourier,2,1.74057558295317
BreastCancerLocalXAI,BII,2,8,fourier,3,1.6789605409721844
BreastCancerLocalXAI,BII,2,8,fourier,4,1.746760708047077
BreastCancerLocalXAI,BII,2,8,fourier,5,1.7526992919738404
BreastCancerLocalXAI,BII,2,8,interventional,1,0.01771612500306219
BreastCancerLocalXAI,BII,2,8,interventional,2,0.0011445420095697045
BreastCancerLocalXAI,BII,2,8,interventional,3,0.0010244169970974326
BreastCancerLocalXAI,BII,2,8,interventional,4,0.0010682499851100147
BreastCancerLocalXAI,BII,2,8,interventional,5,0.0010576670174486935
BreastCancerLocalXAI,BII,3,3,fourier,1,0.0018357919761911035
BreastCancerLocalXAI,BII,3,3,fourier,2,0.001971874968148768
BreastCancerLocalXAI,BII,3,3,fourier,3,0.0017335829907096922
BreastCancerLocalXAI,BII,3,3,fourier,4,0.0017813750309869647
BreastCancerLocalXAI,BII,3,3,fourier,5,0.0016644580173306167
BreastCancerLocalXAI,BII,3,3,interventional,1,0.0009905830374918878
BreastCancerLocalXAI,BII,3,3,interventional,2,0.0009471249650232494
BreastCancerLocalXAI,BII,3,3,interventional,3,0.0010477079777047038
BreastCancerLocalXAI,BII,3,3,interventional,4,0.000962125021032989
BreastCancerLocalXAI,BII,3,3,interventional,5,0.0009552499977871776
BreastCancerLocalXAI,BII,3,4,fourier,1,0.005516375007573515
BreastCancerLocalXAI,BII,3,4,fourier,2,0.0058343749842606485
BreastCancerLocalXAI,BII,3,4,fourier,3,0.005469749972689897
BreastCancerLocalXAI,BII,3,4,fourier,4,0.005537541001103818
BreastCancerLocalXAI,BII,3,4,fourier,5,0.0058352499618195
BreastCancerLocalXAI,BII,3,4,interventional,1,0.0021476249676197767
BreastCancerLocalXAI,BII,3,4,interventional,2,0.0018590829567983747
BreastCancerLocalXAI,BII,3,4,interventional,3,0.0019030830007977784
BreastCancerLocalXAI,BII,3,4,interventional,4,0.0019128340063616633
BreastCancerLocalXAI,BII,3,4,interventional,5,0.0018350410391576588
BreastCancerLocalXAI,BII,3,5,fourier,1,0.020505416963715106
BreastCancerLocalXAI,BII,3,5,fourier,2,0.02071149996481836
BreastCancerLocalXAI,BII,3,5,fourier,3,0.02062504197238013
BreastCancerLocalXAI,BII,3,5,fourier,4,0.02054187498288229
BreastCancerLocalXAI,BII,3,5,fourier,5,0.02059762499993667
BreastCancerLocalXAI,BII,3,5,interventional,1,0.004024667025078088
BreastCancerLocalXAI,BII,3,5,interventional,2,0.004317166982218623
BreastCancerLocalXAI,BII,3,5,interventional,3,0.00330700003542006
BreastCancerLocalXAI,BII,3,5,interventional,4,0.003359749971423298
BreastCancerLocalXAI,BII,3,5,interventional,5,0.004472083004657179
BreastCancerLocalXAI,BII,3,6,fourier,1,0.08198133402038366
BreastCancerLocalXAI,BII,3,6,fourier,2,0.08518950000870973
BreastCancerLocalXAI,BII,3,6,fourier,3,0.08471466699847952
BreastCancerLocalXAI,BII,3,6,fourier,4,0.08233379200100899
BreastCancerLocalXAI,BII,3,6,fourier,5,0.08320504199946299
BreastCancerLocalXAI,BII,3,6,interventional,1,0.006233708991203457
BreastCancerLocalXAI,BII,3,6,interventional,2,0.004342500003986061
BreastCancerLocalXAI,BII,3,6,interventional,3,0.004500166978687048
BreastCancerLocalXAI,BII,3,6,interventional,4,0.004162458993960172
BreastCancerLocalXAI,BII,3,6,interventional,5,0.0040879169828258455
BreastCancerLocalXAI,BII,3,7,fourier,1,0.3522840830264613
BreastCancerLocalXAI,BII,3,7,fourier,2,0.3582758749835193
BreastCancerLocalXAI,BII,3,7,fourier,3,0.3683099579648115
BreastCancerLocalXAI,BII,3,7,fourier,4,0.3624918340356089
BreastCancerLocalXAI,BII,3,7,fourier,5,0.3638939999509603
BreastCancerLocalXAI,BII,3,7,interventional,1,0.009296499949414283
BreastCancerLocalXAI,BII,3,7,interventional,2,0.004524792020674795
BreastCancerLocalXAI,BII,3,7,interventional,3,0.004664874984882772
BreastCancerLocalXAI,BII,3,7,interventional,4,0.004720582976005971
BreastCancerLocalXAI,BII,3,7,interventional,5,0.004412208974827081
BreastCancerLocalXAI,BII,3,8,fourier,1,1.6460338750039227
BreastCancerLocalXAI,BII,3,8,fourier,2,1.6392175420187414
BreastCancerLocalXAI,BII,3,8,fourier,3,1.6931776250130497
BreastCancerLocalXAI,BII,3,8,fourier,4,1.7358480420080014
BreastCancerLocalXAI,BII,3,8,fourier,5,1.6641745410161093
BreastCancerLocalXAI,BII,3,8,interventional,1,0.02785104204667732
BreastCancerLocalXAI,BII,3,8,interventional,2,0.005499916966073215
BreastCancerLocalXAI,BII,3,8,interventional,3,0.004842083959374577
BreastCancerLocalXAI,BII,3,8,interventional,4,0.004725790990050882
BreastCancerLocalXAI,BII,3,8,interventional,5,0.005034875008277595
BreastCancerLocalXAI,FBII,1,1,fourier,1,0.0002840000088326633
BreastCancerLocalXAI,FBII,1,1,fourier,2,0.00039704202208667994
BreastCancerLocalXAI,FBII,1,1,fourier,3,0.0002407499705441296
BreastCancerLocalXAI,FBII,1,1,fourier,4,0.0002834579790942371
BreastCancerLocalXAI,FBII,1,1,fourier,5,0.0002716669696383178
BreastCancerLocalXAI,FBII,1,1,interventional,1,0.00017541699344292283
BreastCancerLocalXAI,FBII,1,1,interventional,2,0.00014304200885817409
BreastCancerLocalXAI,FBII,1,1,interventional,3,0.00013512501027435064
BreastCancerLocalXAI,FBII,1,1,interventional,4,0.0001520420191809535
BreastCancerLocalXAI,FBII,1,1,interventional,5,0.00016558397328481078
BreastCancerLocalXAI,FBII,1,2,fourier,1,0.0007648749742656946
BreastCancerLocalXAI,FBII,1,2,fourier,2,0.0006707090069539845
BreastCancerLocalXAI,FBII,1,2,fourier,3,0.0007077089976519346
BreastCancerLocalXAI,FBII,1,2,fourier,4,0.0007508340058848262
BreastCancerLocalXAI,FBII,1,2,fourier,5,0.000684124999679625
BreastCancerLocalXAI,FBII,1,2,interventional,1,0.0001657090033404529
BreastCancerLocalXAI,FBII,1,2,interventional,2,0.00017862499225884676
BreastCancerLocalXAI,FBII,1,2,interventional,3,0.00014708301750943065
BreastCancerLocalXAI,FBII,1,2,interventional,4,0.00013624998973682523
BreastCancerLocalXAI,FBII,1,2,interventional,5,0.00014154199743643403
BreastCancerLocalXAI,FBII,1,3,fourier,1,0.00220604200148955
BreastCancerLocalXAI,FBII,1,3,fourier,2,0.0019297500257380307
BreastCancerLocalXAI,FBII,1,3,fourier,3,0.0021030829520896077
BreastCancerLocalXAI,FBII,1,3,fourier,4,0.0019459169707261026
BreastCancerLocalXAI,FBII,1,3,fourier,5,0.002057042031083256
BreastCancerLocalXAI,FBII,1,3,interventional,1,0.00020408403361216187
BreastCancerLocalXAI,FBII,1,3,interventional,2,0.00017308298265561461
BreastCancerLocalXAI,FBII,1,3,interventional,3,0.0001996250357478857
BreastCancerLocalXAI,FBII,1,3,interventional,4,0.0001448339899070561
BreastCancerLocalXAI,FBII,1,3,interventional,5,0.00014812499284744263
BreastCancerLocalXAI,FBII,1,4,fourier,1,0.006503042008262128
BreastCancerLocalXAI,FBII,1,4,fourier,2,0.006308083015028387
BreastCancerLocalXAI,FBII,1,4,fourier,3,0.006299250002484769
BreastCancerLocalXAI,FBII,1,4,fourier,4,0.006195041991304606
BreastCancerLocalXAI,FBII,1,4,fourier,5,0.006525416974909604
BreastCancerLocalXAI,FBII,1,4,interventional,1,0.00019958300981670618
BreastCancerLocalXAI,FBII,1,4,interventional,2,0.00016158301150426269
BreastCancerLocalXAI,FBII,1,4,interventional,3,0.0001854999572969973
BreastCancerLocalXAI,FBII,1,4,interventional,4,0.00016325002070516348
BreastCancerLocalXAI,FBII,1,4,interventional,5,0.00017675000708550215
BreastCancerLocalXAI,FBII,1,5,fourier,1,0.025046250026207417
BreastCancerLocalXAI,FBII,1,5,fourier,2,0.024270832946058363
BreastCancerLocalXAI,FBII,1,5,fourier,3,0.024592625035438687
BreastCancerLocalXAI,FBII,1,5,fourier,4,0.025633250013925135
BreastCancerLocalXAI,FBII,1,5,fourier,5,0.024038167030084878
BreastCancerLocalXAI,FBII,1,5,interventional,1,0.00034720898838713765
BreastCancerLocalXAI,FBII,1,5,interventional,2,0.000314916018396616
BreastCancerLocalXAI,FBII,1,5,interventional,3,0.0002145419712178409
BreastCancerLocalXAI,FBII,1,5,interventional,4,0.00019229197641834617
BreastCancerLocalXAI,FBII,1,5,interventional,5,0.00019066600361838937
BreastCancerLocalXAI,FBII,1,6,fourier,1,0.09932787501020357
BreastCancerLocalXAI,FBII,1,6,fourier,2,0.09716291702352464
BreastCancerLocalXAI,FBII,1,6,fourier,3,0.09935316699557006
BreastCancerLocalXAI,FBII,1,6,fourier,4,0.09787229198263958
BreastCancerLocalXAI,FBII,1,6,fourier,5,0.09763112501241267
BreastCancerLocalXAI,FBII,1,6,interventional,1,0.0002763749798759818
BreastCancerLocalXAI,FBII,1,6,interventional,2,0.00024704099632799625
BreastCancerLocalXAI,FBII,1,6,interventional,3,0.00024458300322294235
BreastCancerLocalXAI,FBII,1,6,interventional,4,0.0002370420261286199
BreastCancerLocalXAI,FBII,1,6,interventional,5,0.0002530419733375311
BreastCancerLocalXAI,FBII,1,7,fourier,1,0.4312583329738118
BreastCancerLocalXAI,FBII,1,7,fourier,2,0.43072670797118917
BreastCancerLocalXAI,FBII,1,7,fourier,3,0.4200308750150725
BreastCancerLocalXAI,FBII,1,7,fourier,4,0.4265335419913754
BreastCancerLocalXAI,FBII,1,7,fourier,5,0.4223160829860717
BreastCancerLocalXAI,FBII,1,7,interventional,1,0.00035870797000825405
BreastCancerLocalXAI,FBII,1,7,interventional,2,0.0003583749639801681
BreastCancerLocalXAI,FBII,1,7,interventional,3,0.00032608298351988196
BreastCancerLocalXAI,FBII,1,7,interventional,4,0.0003231670125387609
BreastCancerLocalXAI,FBII,1,7,interventional,5,0.0003389159683138132
BreastCancerLocalXAI,FBII,1,8,fourier,1,1.9022478749975562
BreastCancerLocalXAI,FBII,1,8,fourier,2,1.9364134999923408
BreastCancerLocalXAI,FBII,1,8,fourier,3,1.8249541250406764
BreastCancerLocalXAI,FBII,1,8,fourier,4,1.9446323339943774
BreastCancerLocalXAI,FBII,1,8,fourier,5,1.8753850409993902
BreastCancerLocalXAI,FBII,1,8,interventional,1,0.0007125420379452407
BreastCancerLocalXAI,FBII,1,8,interventional,2,0.000608166039455682
BreastCancerLocalXAI,FBII,1,8,interventional,3,0.0007501249783672392
BreastCancerLocalXAI,FBII,1,8,interventional,4,0.000587416987400502
BreastCancerLocalXAI,FBII,1,8,interventional,5,0.000696792034432292
BreastCancerLocalXAI,FBII,2,2,fourier,1,0.0007406670483760536
BreastCancerLocalXAI,FBII,2,2,fourier,2,0.0008790420251898468
BreastCancerLocalXAI,FBII,2,2,fourier,3,0.0007430409896187484
BreastCancerLocalXAI,FBII,2,2,fourier,4,0.0007541660452261567
BreastCancerLocalXAI,FBII,2,2,fourier,5,0.0006662499508820474
BreastCancerLocalXAI,FBII,2,2,interventional,1,0.0003077909932471812
BreastCancerLocalXAI,FBII,2,2,interventional,2,0.00030354096088558435
BreastCancerLocalXAI,FBII,2,2,interventional,3,0.00028958305483683944
BreastCancerLocalXAI,FBII,2,2,interventional,4,0.0002413330366834998
BreastCancerLocalXAI,FBII,2,2,interventional,5,0.0002867919974960387
BreastCancerLocalXAI,FBII,2,3,fourier,1,0.0021863330039195716
BreastCancerLocalXAI,FBII,2,3,fourier,2,0.00208883301820606
BreastCancerLocalXAI,FBII,2,3,fourier,3,0.0021849580225534737
BreastCancerLocalXAI,FBII,2,3,fourier,4,0.0021047499612905085
BreastCancerLocalXAI,FBII,2,3,fourier,5,0.0020522919949144125
BreastCancerLocalXAI,FBII,2,3,interventional,1,0.000425624952185899
BreastCancerLocalXAI,FBII,2,3,interventional,2,0.00037587503902614117
BreastCancerLocalXAI,FBII,2,3,interventional,3,0.00037825002800673246
BreastCancerLocalXAI,FBII,2,3,interventional,4,0.00037929200334474444
BreastCancerLocalXAI,FBII,2,3,interventional,5,0.00035020802170038223
BreastCancerLocalXAI,FBII,2,4,fourier,1,0.00758258398855105
BreastCancerLocalXAI,FBII,2,4,fourier,2,0.006985125015489757
BreastCancerLocalXAI,FBII,2,4,fourier,3,0.00737491698237136
BreastCancerLocalXAI,FBII,2,4,fourier,4,0.007118791050743312
BreastCancerLocalXAI,FBII,2,4,fourier,5,0.007019040989689529
BreastCancerLocalXAI,FBII,2,4,interventional,1,0.000516125001013279
BreastCancerLocalXAI,FBII,2,4,interventional,2,0.0004735830007120967
BreastCancerLocalXAI,FBII,2,4,interventional,3,0.00045550003414973617
BreastCancerLocalXAI,FBII,2,4,interventional,4,0.0004617500235326588
BreastCancerLocalXAI,FBII,2,4,interventional,5,0.0004698749980889261
BreastCancerLocalXAI,FBII,2,5,fourier,1,0.02886716596549377
BreastCancerLocalXAI,FBII,2,5,fourier,2,0.028993792016990483
BreastCancerLocalXAI,FBII,2,5,fourier,3,0.02899429202079773
BreastCancerLocalXAI,FBII,2,5,fourier,4,0.029613625025376678
BreastCancerLocalXAI,FBII,2,5,fourier,5,0.029455084004439414
BreastCancerLocalXAI,FBII,2,5,interventional,1,0.0005976249813102186
BreastCancerLocalXAI,FBII,2,5,interventional,2,0.0007035409798845649
BreastCancerLocalXAI,FBII,2,5,interventional,3,0.0005191250238567591
BreastCancerLocalXAI,FBII,2,5,interventional,4,0.0005175840342417359
BreastCancerLocalXAI,FBII,2,5,interventional,5,0.0005134579841978848
BreastCancerLocalXAI,FBII,2,6,fourier,1,0.12472962500760332
BreastCancerLocalXAI,FBII,2,6,fourier,2,0.12430937500903383
BreastCancerLocalXAI,FBII,2,6,fourier,3,0.12566224997863173
BreastCancerLocalXAI,FBII,2,6,fourier,4,0.1347932499484159
BreastCancerLocalXAI,FBII,2,6,fourier,5,0.12549025000771508
BreastCancerLocalXAI,FBII,2,6,interventional,1,0.0007769160438328981
BreastCancerLocalXAI,FBII,2,6,interventional,2,0.0006295419880189002
BreastCancerLocalXAI,FBII,2,6,interventional,3,0.0006111670518293977
BreastCancerLocalXAI,FBII,2,6,interventional,4,0.0006047909846529365
BreastCancerLocalXAI,FBII,2,6,interventional,5,0.0005716250161640346
BreastCancerLocalXAI,FBII,2,7,fourier,1,0.5427185840089805
BreastCancerLocalXAI,FBII,2,7,fourier,2,0.547263333981391
BreastCancerLocalXAI,FBII,2,7,fourier,3,0.5468504169839434
BreastCancerLocalXAI,FBII,2,7,fourier,4,0.5528915000031702
BreastCancerLocalXAI,FBII,2,7,fourier,5,0.5579522909829393
BreastCancerLocalXAI,FBII,2,7,interventional,1,0.000865417008753866
BreastCancerLocalXAI,FBII,2,7,interventional,2,0.0007486249669454992
BreastCancerLocalXAI,FBII,2,7,interventional,3,0.0008310839766636491
BreastCancerLocalXAI,FBII,2,7,interventional,4,0.0007064589881338179
BreastCancerLocalXAI,FBII,2,7,interventional,5,0.0007257910328917205
BreastCancerLocalXAI,FBII,2,8,fourier,1,2.45760679198429
BreastCancerLocalXAI,FBII,2,8,fourier,2,2.4134924999671057
BreastCancerLocalXAI,FBII,2,8,fourier,3,2.4630554579780437
BreastCancerLocalXAI,FBII,2,8,fourier,4,2.412174291035626
BreastCancerLocalXAI,FBII,2,8,fourier,5,2.4614117079763673
BreastCancerLocalXAI,FBII,2,8,interventional,1,0.0011775830062106252
BreastCancerLocalXAI,FBII,2,8,interventional,2,0.0010264579905197024
BreastCancerLocalXAI,FBII,2,8,interventional,3,0.0010556249762885273
BreastCancerLocalXAI,FBII,2,8,interventional,4,0.0010152499889954925
BreastCancerLocalXAI,FBII,2,8,interventional,5,0.001040667004417628
BreastCancerLocalXAI,FBII,3,3,fourier,1,0.002231582999229431
BreastCancerLocalXAI,FBII,3,3,fourier,2,0.002349250018596649
BreastCancerLocalXAI,FBII,3,3,fourier,3,0.002176125010009855
BreastCancerLocalXAI,FBII,3,3,fourier,4,0.0022296670358628035
BreastCancerLocalXAI,FBII,3,3,fourier,5,0.0021679580095224082
BreastCancerLocalXAI,FBII,3,3,interventional,1,0.000985249993391335
BreastCancerLocalXAI,FBII,3,3,interventional,2,0.0010202080011367798
BreastCancerLocalXAI,FBII,3,3,interventional,3,0.0009278749930672348
BreastCancerLocalXAI,FBII,3,3,interventional,4,0.0010709160123951733
BreastCancerLocalXAI,FBII,3,3,interventional,5,0.0009023749735206366
BreastCancerLocalXAI,FBII,3,4,fourier,1,0.007750792021397501
BreastCancerLocalXAI,FBII,3,4,fourier,2,0.007705500000156462
BreastCancerLocalXAI,FBII,3,4,fourier,3,0.007700124988332391
BreastCancerLocalXAI,FBII,3,4,fourier,4,0.007569250010419637
BreastCancerLocalXAI,FBII,3,4,fourier,5,0.007293000002391636
BreastCancerLocalXAI,FBII,3,4,interventional,1,0.002235500025562942
BreastCancerLocalXAI,FBII,3,4,interventional,2,0.0018719579675234854
BreastCancerLocalXAI,FBII,3,4,interventional,3,0.0018085829797200859
BreastCancerLocalXAI,FBII,3,4,interventional,4,0.002022749977186322
BreastCancerLocalXAI,FBII,3,4,interventional,5,0.0019484590156935155
BreastCancerLocalXAI,FBII,3,5,fourier,1,0.03273300000000745
BreastCancerLocalXAI,FBII,3,5,fourier,2,0.03269516699947417
BreastCancerLocalXAI,FBII,3,5,fourier,3,0.032853249984327704
BreastCancerLocalXAI,FBII,3,5,fourier,4,0.03272854199167341
BreastCancerLocalXAI,FBII,3,5,fourier,5,0.03340174996992573
BreastCancerLocalXAI,FBII,3,5,interventional,1,0.0038731250097043812
BreastCancerLocalXAI,FBII,3,5,interventional,2,0.0034439589944668114
BreastCancerLocalXAI,FBII,3,5,interventional,3,0.003724292037077248
BreastCancerLocalXAI,FBII,3,5,interventional,4,0.0033471659990027547
BreastCancerLocalXAI,FBII,3,5,interventional,5,0.0034767920151352882
BreastCancerLocalXAI,FBII,3,6,fourier,1,0.14876174996607006
BreastCancerLocalXAI,FBII,3,6,fourier,2,0.15049341699341312
BreastCancerLocalXAI,FBII,3,6,fourier,3,0.15148041700012982
BreastCancerLocalXAI,FBII,3,6,fourier,4,0.15204462496330962
BreastCancerLocalXAI,FBII,3,6,fourier,5,0.14950770902214572
BreastCancerLocalXAI,FBII,3,6,interventional,1,0.004799417045433074
BreastCancerLocalXAI,FBII,3,6,interventional,2,0.004304415953811258
BreastCancerLocalXAI,FBII,3,6,interventional,3,0.004182874981779605
BreastCancerLocalXAI,FBII,3,6,interventional,4,0.00418029201682657
BreastCancerLocalXAI,FBII,3,6,interventional,5,0.0052302919793874025
BreastCancerLocalXAI,FBII,3,7,fourier,1,0.7097070830059238
BreastCancerLocalXAI,FBII,3,7,fourier,2,0.7154550409759395
BreastCancerLocalXAI,FBII,3,7,fourier,3,0.7192077080253512
BreastCancerLocalXAI,FBII,3,7,fourier,4,0.7486582500278018
BreastCancerLocalXAI,FBII,3,7,fourier,5,0.72155112499604
BreastCancerLocalXAI,FBII,3,7,interventional,1,0.004783166979905218
BreastCancerLocalXAI,FBII,3,7,interventional,2,0.0047427500248886645
BreastCancerLocalXAI,FBII,3,7,interventional,3,0.004522832983639091
BreastCancerLocalXAI,FBII,3,7,interventional,4,0.004454582987818867
BreastCancerLocalXAI,FBII,3,7,interventional,5,0.004280332999769598
BreastCancerLocalXAI,FBII,3,8,fourier,1,3.237771082960535
BreastCancerLocalXAI,FBII,3,8,fourier,2,3.3091375830117613
BreastCancerLocalXAI,FBII,3,8,fourier,3,3.2875977500225417
BreastCancerLocalXAI,FBII,3,8,fourier,4,3.3114827079698443
BreastCancerLocalXAI,FBII,3,8,fourier,5,3.340862208046019
BreastCancerLocalXAI,FBII,3,8,interventional,1,0.005841167003381997
BreastCancerLocalXAI,FBII,3,8,interventional,2,0.0053718750132247806
BreastCancerLocalXAI,FBII,3,8,interventional,3,0.0049928330117836595
BreastCancerLocalXAI,FBII,3,8,interventional,4,0.00523900002008304
BreastCancerLocalXAI,FBII,3,8,interventional,5,0.004984874976798892
BreastCancerLocalXAI,FSII,1,1,fourier,1,0.0005173750105313957
BreastCancerLocalXAI,FSII,1,1,fourier,2,0.0006124579813331366
BreastCancerLocalXAI,FSII,1,1,fourier,3,0.00045466702431440353
BreastCancerLocalXAI,FSII,1,1,fourier,4,0.0004770420491695404
BreastCancerLocalXAI,FSII,1,1,fourier,5,0.0004978749784640968
BreastCancerLocalXAI,FSII,1,1,interventional,1,0.0001278749550692737
BreastCancerLocalXAI,FSII,1,1,interventional,2,0.0001217919634655118
BreastCancerLocalXAI,FSII,1,1,interventional,3,0.00012716598575934768
BreastCancerLocalXAI,FSII,1,1,interventional,4,0.00012391700875014067
BreastCancerLocalXAI,FSII,1,1,interventional,5,0.00011620903387665749
BreastCancerLocalXAI,FSII,1,2,fourier,1,0.0015344169805757701
BreastCancerLocalXAI,FSII,1,2,fourier,2,0.0014802919467911124
BreastCancerLocalXAI,FSII,1,2,fourier,3,0.0014722919440828264
BreastCancerLocalXAI,FSII,1,2,fourier,4,0.0013309160131029785
BreastCancerLocalXAI,FSII,1,2,fourier,5,0.0015170839615166187
BreastCancerLocalXAI,FSII,1,2,interventional,1,0.00020116695668548346
BreastCancerLocalXAI,FSII,1,2,interventional,2,0.00015170901315286756
BreastCancerLocalXAI,FSII,1,2,interventional,3,0.0001560840173624456
BreastCancerLocalXAI,FSII,1,2,interventional,4,0.00014762498904019594
BreastCancerLocalXAI,FSII,1,2,interventional,5,0.00015458400594070554
BreastCancerLocalXAI,FSII,1,3,fourier,1,0.005264209001325071
BreastCancerLocalXAI,FSII,1,3,fourier,2,0.004992624977603555
BreastCancerLocalXAI,FSII,1,3,fourier,3,0.005309749976731837
BreastCancerLocalXAI,FSII,1,3,fourier,4,0.005037458031438291
BreastCancerLocalXAI,FSII,1,3,fourier,5,0.005010291002690792
BreastCancerLocalXAI,FSII,1,3,interventional,1,0.00018816703232005239
BreastCancerLocalXAI,FSII,1,3,interventional,2,0.00017800001660361886
BreastCancerLocalXAI,FSII,1,3,interventional,3,0.00016079103806987405
BreastCancerLocalXAI,FSII,1,3,interventional,4,0.0001907499972730875
BreastCancerLocalXAI,FSII,1,3,interventional,5,0.0001567089930176735
BreastCancerLocalXAI,FSII,1,4,fourier,1,0.023752042034175247
BreastCancerLocalXAI,FSII,1,4,fourier,2,0.02477583399740979
BreastCancerLocalXAI,FSII,1,4,fourier,3,0.024410290992818773
BreastCancerLocalXAI,FSII,1,4,fourier,4,0.02464358403813094
BreastCancerLocalXAI,FSII,1,4,fourier,5,0.024652166990563273
BreastCancerLocalXAI,FSII,1,4,interventional,1,0.0001915409811772406
BreastCancerLocalXAI,FSII,1,4,interventional,2,0.00016241701086983085
BreastCancerLocalXAI,FSII,1,4,interventional,3,0.0001550419838167727
BreastCancerLocalXAI,FSII,1,4,interventional,4,0.00014345796080306172
BreastCancerLocalXAI,FSII,1,4,interventional,5,0.0001515829935669899
BreastCancerLocalXAI,FSII,1,5,fourier,1,0.14134141599060968
BreastCancerLocalXAI,FSII,1,5,fourier,2,0.1346793330158107
BreastCancerLocalXAI,FSII,1,5,fourier,3,0.13701304100686684
BreastCancerLocalXAI,FSII,1,5,fourier,4,0.13388104195473716
BreastCancerLocalXAI,FSII,1,5,fourier,5,0.13442754204152152
BreastCancerLocalXAI,FSII,1,5,interventional,1,0.00028449995443224907
BreastCancerLocalXAI,FSII,1,5,interventional,2,0.00020908302394673228
BreastCancerLocalXAI,FSII,1,5,interventional,3,0.00022466701921075583
BreastCancerLocalXAI,FSII,1,5,interventional,4,0.00021612498676404357
BreastCancerLocalXAI,FSII,1,5,interventional,5,0.00018429197371006012
BreastCancerLocalXAI,FSII,1,6,fourier,1,0.7999396249651909
BreastCancerLocalXAI,FSII,1,6,fourier,2,0.7789194159558974
BreastCancerLocalXAI,FSII,1,6,fourier,3,0.8213410830358043
BreastCancerLocalXAI,FSII,1,6,fourier,4,0.7412684590090066
BreastCancerLocalXAI,FSII,1,6,fourier,5,0.7457867920165882
BreastCancerLocalXAI,FSII,1,6,interventional,1,0.0004991249879822135
BreastCancerLocalXAI,FSII,1,6,interventional,2,0.00028179201763123274
BreastCancerLocalXAI,FSII,1,6,interventional,3,0.00026412500301375985
BreastCancerLocalXAI,FSII,1,6,interventional,4,0.0002601250307634473
BreastCancerLocalXAI,FSII,1,6,interventional,5,0.0002412910107523203
BreastCancerLocalXAI,FSII,1,7,fourier,1,4.48335454199696
BreastCancerLocalXAI,FSII,1,7,fourier,2,4.498439459013753
BreastCancerLocalXAI,FSII,1,7,fourier,3,4.416537500044797
BreastCancerLocalXAI,FSII,1,7,fourier,4,4.497782582999207
BreastCancerLocalXAI,FSII,1,7,fourier,5,4.612860749999527
BreastCancerLocalXAI,FSII,1,7,interventional,1,0.0006391669739969075
BreastCancerLocalXAI,FSII,1,7,interventional,2,0.000484999967738986
BreastCancerLocalXAI,FSII,1,7,interventional,3,0.00034779199631884694
BreastCancerLocalXAI,FSII,1,7,interventional,4,0.00034962501376867294
BreastCancerLocalXAI,FSII,1,7,interventional,5,0.00032645801547914743
