approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,default,shapiq,1.7267638762577275e-05,20,
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,svarmiq,5.204342974139779e-06,,50
TreeRecap,exhaustive,ViT4by4Patches_1,0,rf,leverage,,1.4366028107525402e-05,,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,default,kernelshapiq,0.00014336615551742535,20,
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,,0.00021431699353539278,,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,shapiq,9.354292733158125e-06,,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,svarmiq,1.2380553922054945e-05,20,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.025241369785202365,,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.0260986740284662,,100
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,default,,0.02575292728001316,20,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,3307.943166709574,,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,13.842763895448861,,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,default,shapiq,0.002195803036443263,20,
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0022191498141739276,,50
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,,0.0021591095509056455,,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,default,kernelshapiq,0.011089912298323732,20,
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,,0.010864682989238261,,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,shapiq,11.728362076458154,,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,svarmiq,10.80871860897655,20,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,shapiq,0.0022444557343218575,,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,kernelshapiq,0.0022181550920338604,,100
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,dt,default,,0.002222967222583649,20,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,kernelshapiq,0.0014933386115503523,,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,svarmiq,0.0005027242847495965,,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,default,shapiq,0.04411484122546468,20,
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,svarmiq,0.02743312953869654,,50
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,,0.025935822570183956,,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,default,kernelshapiq,4.236376854161096e-05,20,
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,,1.2636327683442023e-05,,50
