approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,leverage,shapiq,7.734594066937443e-06,20,100
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,svarmiq,4.312296264250162e-06,10,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,shapiq,3.807929492587582e-05,20,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,kernelshapiq,0.0003125990939389577,20,100
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,,0.00019971141097768744,10,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,kernelshapiq,6.128543021938761e-06,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,svarmiq,9.622408659581484e-06,20,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.025012109682332848,10,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.02529153197067,20,50
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,,0.026396432390038027,20,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,2306.320890894353,10,200
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,10.277724965350613,20,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,shapiq,0.002195574210656961,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.002267565557242062,10,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.010864317872620039,20,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.011259137487920104,20,100
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.010537286788047434,10,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,1550.0900246689903,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,11.731180872255578,20,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.002286384942268574,10,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0020313205865992202,20,50
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,,0.0021860603366006493,20,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,kernelshapiq,0.000905008160393351,10,200
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,,0.0012399861431967138,20,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,shapiq,0.06395664345725642,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,svarmiq,0.02946671256313832,10,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,shapiq,1.6948106256663805e-05,20,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,kernelshapiq,0.000102112443010305,20,100
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,,1.1470802899030273e-05,10,200
