approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,kernelshapiq,1.1960928039601454e-05,20,200
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,leverage,svarmiq,1.4976082270085284e-05,,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,shapiq,0.0011522446020577654,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,svarmiq,3.80783486666763e-05,20,200
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,dt,leverage,,5.8719569462386146e-05,,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,kernelshapiq,2.1272045452098285e-05,20,100
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,,6.471779568905827e-06,20,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,leverage,shapiq,0.026471852963369732,,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,svarmiq,0.024719025486102966,20,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,shapiq,10.27578148391479,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,kernelshapiq,13.394552148230375,,
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,,11.192246180740408,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,kernelshapiq,0.001995168765991618,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,leverage,svarmiq,0.0022238875468889763,,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.010943717048771631,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.01086200435294097,20,200
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,dt,leverage,,0.011934034086908137,,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,2954.961942450449,20,100
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,8.523882801173073,20,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,dt,leverage,shapiq,0.002253474113337934,,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.0023388918320905346,20,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,shapiq,0.0012306504713880517,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,leverage,kernelshapiq,0.0015160019993412967,,
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,,0.0023299402587774938,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,kernelshapiq,0.03566494409046735,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,leverage,svarmiq,0.034068247621518104,,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,shapiq,1.5825678287008667e-05,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,svarmiq,1.696234081713655e-05,20,200
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,leverage,,3.985277800534052e-05,,
