approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,shapiq,9.518437173887712e-06,20,200
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,kernelshapiq,9.840227429398513e-05,20,50
TreeRecap,exhaustive,ViT4by4Patches_1,0,xgb,leverage,,1.0806187160684863e-05,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,default,kernelshapiq,0.00017791308295783998,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,svarmiq,0.011832377070616056,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,shapiq,1.2091406184303718e-05,20,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,svarmiq,1.2936079183406044e-05,20,200
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,,5.32662849180044e-05,20,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,leverage,kernelshapiq,0.02544180211257395,20,100
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,,0.0253136577728852,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,shapiq,21.609366997533172,20,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,svarmiq,11.342412066907762,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,shapiq,0.002220962196560665,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.002362750054480491,20,50
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,,0.002033640523488814,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,kernelshapiq,0.010918975485387483,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,svarmiq,0.011082826299606231,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,shapiq,9.369593769964986,20,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,svarmiq,11.647661084187718,20,200
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,,8.144967116938886,20,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,leverage,kernelshapiq,0.0020611048373732157,20,100
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,default,,0.0021905951106156126,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,shapiq,0.0013351083347159997,20,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,leverage,svarmiq,0.0006643990910740733,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,shapiq,0.0772502357959193,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,kernelshapiq,0.05503052109581556,20,50
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,,0.030067729141106555,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,kernelshapiq,0.00011717060160612825,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,svarmiq,1.6007067720583218e-05,20,50
