approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,shapiq,9.595705354475825e-06,,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,leverage,kernelshapiq,4.643118743986316e-05,10,
TreeRecap,exhaustive,ViT4by4Patches_1,0,lightgbm,default,,5.937381193207083e-06,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,default,kernelshapiq,0.00019135061719721333,,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,leverage,svarmiq,6.248178223396308e-05,10,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,shapiq,0.00012367094110487937,20,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,svarmiq,1.2971049973077204e-05,,50
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,leverage,,1.7173497846524066e-05,10,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,kernelshapiq,0.025312962020415965,20,200
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,,0.02552820388096617,,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,shapiq,23.71096051235176,10,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,svarmiq,14.766441500425142,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,shapiq,0.0022275673694895155,,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,leverage,kernelshapiq,0.002397424989533988,10,
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,,0.002181921681563668,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,kernelshapiq,0.010934854028686904,,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,leverage,svarmiq,0.011934034086908137,10,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,shapiq,12.757599052842748,20,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,svarmiq,11.648848491035002,,50
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,,10.585941037947766,10,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,kernelshapiq,0.002301740494260252,20,200
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,default,,0.002205398497905973,,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,leverage,shapiq,0.0015160019993412967,10,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,svarmiq,0.0015638543503579615,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,shapiq,0.0828470495340794,,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,leverage,kernelshapiq,0.07585328773256096,10,
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,,0.029003993983657477,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,kernelshapiq,0.00013634926205928168,,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,leverage,svarmiq,2.15268220660295e-05,10,
