approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,default,shapiq,1.1093086433287004e-05,10,
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,kernelshapiq,5.6453761310348804e-05,20,200
TreeRecap,exhaustive,ViT4by4Patches_1,0,rf,leverage,,1.4700800981502875e-05,,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,default,kernelshapiq,0.00014336615551742535,10,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,svarmiq,0.0005594364850562968,20,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,shapiq,1.0194866821029361e-05,,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,svarmiq,1.2380553922054945e-05,10,
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,,3.256976402632772e-05,20,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.026081631216969454,,50
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,default,,0.02575292728001316,10,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,shapiq,16.23926493279475,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,13.90109760946074,,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,default,shapiq,0.002326522546048884,10,
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.0023193191261875186,20,200
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,,0.002151270600618784,,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,default,kernelshapiq,0.011089912298323732,10,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,svarmiq,0.010791064588946712,20,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,shapiq,11.790933196471993,,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,svarmiq,15.331128893415132,10,
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,,11.01497249511369,20,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,kernelshapiq,0.002213470300569925,,50
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,dt,default,,0.002290991228591309,10,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,shapiq,0.00047758736279569146,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,svarmiq,0.0005381904134764403,,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,default,shapiq,0.12391326735903174,10,
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,kernelshapiq,0.061749168015407696,20,200
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,,0.02721357820013939,,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,default,kernelshapiq,0.00026211104349732167,10,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,svarmiq,1.7034091659639216e-05,20,200
