approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,shapiq,9.89700132157522e-05,10,100
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,svarmiq,5.162630179659578e-06,10,200
TreeRecap,exhaustive,ViT4by4Patches_1,0,rf,leverage,,1.4700800981502875e-05,20,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,kernelshapiq,0.0019465446581464342,10,100
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,,4.676931645102913e-05,10,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,shapiq,1.0194866821029361e-05,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,svarmiq,6.048617041781048e-05,10,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.025291281883488198,10,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.026081631216969454,20,50
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.02396911699728556,10,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,649.9206285859899,10,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,14.068688042195113,20,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.0023283823490063125,10,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0019659535481469457,10,200
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,,0.0021529527682742997,20,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,kernelshapiq,0.010915782158874138,10,100
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,,0.010859927690959387,10,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,shapiq,12.272909067954568,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,svarmiq,14.969453041066592,10,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,shapiq,0.0019988928485586916,10,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,kernelshapiq,0.002214663066341408,20,50
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,,0.0021167333429001458,10,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,kernelshapiq,0.001220138628608448,10,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,svarmiq,0.0005381904134764403,20,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,shapiq,0.17769924685028052,10,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,svarmiq,0.04490917929029405,10,200
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,,0.02721357820013939,20,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,kernelshapiq,0.0002218900550274642,10,100
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,,3.272263854434493e-05,10,200
