approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,kernelshapiq,0.00017454548532295263,,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,leverage,svarmiq,7.674626170944417e-06,,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,default,shapiq,0.00014336615551742535,20,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,svarmiq,0.00020702456461523034,,50
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,,0.0003745788342392437,,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,kernelshapiq,1.2380553922054945e-05,20,
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,,7.215406501409297e-06,,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,shapiq,0.026476775166526842,,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,default,svarmiq,0.02575292728001316,20,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,shapiq,14.212242337578722,,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,kernelshapiq,4371.165380724759,,100
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,default,,12.919376288235453,20,
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,kernelshapiq,0.002267013308186507,,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,svarmiq,0.002194440833798657,,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,default,shapiq,0.011089912298323732,20,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.010862864442958585,,50
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,,0.01162069235473466,,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,kernelshapiq,4821.774314317015,20,
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,10.19822424206834,,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,shapiq,0.0022191502772314193,,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,dt,default,svarmiq,0.002221272966688483,20,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,shapiq,0.001384081767400162,,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,kernelshapiq,0.0003178807971320448,,100
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,default,,0.0015627484384001745,20,
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,kernelshapiq,0.08169020295362177,,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,svarmiq,0.022850584828113998,,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,default,shapiq,4.236376854161096e-05,20,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,svarmiq,1.2466330690859057e-05,,50
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,,2.311114201782032e-05,,100
