approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,shapiq,0.0001472882510236327,,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,leverage,kernelshapiq,8.639506386914212e-06,,100
TreeRecap,exhaustive,ViT4by4Patches_1,0,dt,default,,1.7267638762577275e-05,20,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,kernelshapiq,0.000525894170833154,,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,svarmiq,0.00030952120300653654,,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,shapiq,1.2380553922054945e-05,20,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,svarmiq,7.185382481436819e-06,,50
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,,1.2121120747489247e-05,,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,default,kernelshapiq,0.02575292728001316,20,
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,,0.025231952922246333,,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,shapiq,14.001935213332454,,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,default,svarmiq,13.042797261834442,20,
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,shapiq,0.0022244130777513116,,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,kernelshapiq,0.0021937513100888724,,100
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,dt,default,,0.0021982982567471583,20,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,kernelshapiq,0.010864336609363172,,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,svarmiq,0.011688444083555152,,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,shapiq,10.87548808286902,20,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,svarmiq,11.88168093015752,,50
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,,9.988984752191502,,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,dt,default,kernelshapiq,0.0022171761619399414,20,
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,xgb,default,,0.0021697612398634603,,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,shapiq,0.0004564389305178567,,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,default,svarmiq,0.0015627484384001745,20,
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,shapiq,0.18954818054399203,,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,kernelshapiq,0.040738750636609686,,100
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,default,,0.04411484122546468,20,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,kernelshapiq,0.0001986117420413681,,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,svarmiq,2.210106224660386e-05,,100
