approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,kernelshapiq,0.0001151763354513055,20,50
TreeRecap,exhaustive,ViT4by4Patches_1,0,xgb,default,,1.2015598995623978e-05,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,shapiq,0.0003240441782709511,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,svarmiq,0.0061303177711367245,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,shapiq,6.516649679878511e-06,20,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,kernelshapiq,9.557820455830023e-06,20,200
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,,8.117411015143961e-05,20,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,kernelshapiq,0.025301340173044674,20,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,svarmiq,0.026312197727148847,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,shapiq,21.420059500731732,20,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,svarmiq,10.273257682556464,20,100
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,,12.313137946893619,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,kernelshapiq,0.0023452208172702813,20,50
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,,0.0019951064825696465,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,shapiq,0.011728481205665097,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,svarmiq,0.011017535139999668,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,shapiq,8.525493243055926,20,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,kernelshapiq,2155.1515540089813,20,200
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,,8.295136951096064,20,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,kernelshapiq,0.002031181289796254,20,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,svarmiq,0.002226431821053909,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,shapiq,0.001977996336967449,20,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,svarmiq,0.0012370290032821295,20,100
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,,0.0005456776518688108,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,kernelshapiq,0.10361919010624089,20,50
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,,0.03566720139279277,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,shapiq,2.3003626551366646e-05,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,svarmiq,1.1881162969394022e-05,20,50
