approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,default,kernelshapiq,1.7267638762577275e-05,20,
TreeRecap,exhaustive,ViT4by4Patches_1,0,xgb,default,,6.777630366486476e-06,,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,shapiq,0.0003096255084372305,,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,default,svarmiq,0.00014336615551742535,20,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,shapiq,7.227512599834204e-06,,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,kernelshapiq,8.656358459692093e-06,,100
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,,1.2380553922054945e-05,20,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,kernelshapiq,0.025259920026171563,,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,svarmiq,0.02627360025221633,,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,default,shapiq,13.112897546335903,20,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,svarmiq,13.984021622363233,,50
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,,12.238352394078676,,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,default,kernelshapiq,0.0021915087239576876,20,
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,,0.0021487378697888034,,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,shapiq,0.011717931826552928,,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,default,svarmiq,0.011089912298323732,20,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,shapiq,12.1101557464121,,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,kernelshapiq,4366.903789292728,,100
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,,10.68868558263138,20,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,kernelshapiq,0.0022840338351346034,,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,svarmiq,0.0022202477412149534,,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,default,shapiq,0.0015627484384001745,20,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,svarmiq,0.0014262292674778194,,50
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,,0.0005340765313139818,,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,default,kernelshapiq,0.04411484122546468,20,
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,,0.02721164496582974,,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,shapiq,2.34383224070508e-05,,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,default,svarmiq,4.236376854161096e-05,20,
