approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,shapiq,9.23673980234052e-05,,200
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,svarmiq,5.279977856992781e-06,10,50
TreeRecap,exhaustive,ViT4by4Patches_1,0,rf,leverage,,2.4970001686134803e-05,10,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,kernelshapiq,0.00025843777180133327,,200
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,,4.6771050516412034e-05,10,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,shapiq,9.354292733158125e-06,10,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,svarmiq,4.933123645837933e-05,,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.025291288584129237,10,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.0260986740284662,10,100
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.02431697183587217,,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,4602.9985455493925,10,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,17.767129308916335,10,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.002267281799450713,,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0019661803252730126,10,50
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,,0.00224304840563538,10,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,kernelshapiq,0.010916328994373989,,200
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,,0.010859929482739,10,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,shapiq,18.44780382092378,10,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,svarmiq,12.60556069048196,,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,shapiq,0.001999164459383463,10,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,kernelshapiq,0.0022581950712397382,10,100
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,,0.0022042702412277382,,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,kernelshapiq,0.0012201370632116538,10,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,leverage,svarmiq,0.0005027242847495965,10,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,shapiq,0.14636410139829886,,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,svarmiq,0.0427107471527761,10,50
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,,0.025683137105069385,10,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,kernelshapiq,0.00026406749631099067,,200
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,,2.071827951232662e-05,10,50
