approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,leverage,shapiq,1.0839455208382442e-05,20,100
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,svarmiq,9.53037774870572e-06,20,200
TreeRecap,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,,3.938892376125533e-05,20,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,leverage,kernelshapiq,7.616020990643313e-05,20,100
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,rf,default,,0.00023549394066449137,20,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,shapiq,8.052953481774954e-05,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,svarmiq,1.1885857377747838e-05,20,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,shapiq,0.025469825210255807,20,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.02517128683821858,20,50
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,leverage,,0.025469731645406585,20,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,default,kernelshapiq,1015.0900250043829,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,svarmiq,19.224908189004573,20,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,shapiq,0.0020336185287649325,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,svarmiq,0.0022154637860316746,20,200
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,,0.0018530133721336676,20,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,leverage,kernelshapiq,0.011087418394856233,20,100
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,,0.011048572337714072,20,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,shapiq,19.364455978656874,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,svarmiq,9.34465323134167,20,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,default,shapiq,0.002246026988780577,20,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.0023723105261866714,20,50
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,xgb,leverage,,0.002060440790925605,20,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,default,kernelshapiq,0.0005412733719696162,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,svarmiq,0.001793506203503905,20,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,shapiq,0.030065639754390115,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,svarmiq,0.03341989390291928,20,200
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,,0.05619641216089984,20,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,leverage,kernelshapiq,2.7711130582055524e-05,20,100
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,,1.8044350083513528e-05,20,200
