approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,shapiq,9.595705354475825e-06,20,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,kernelshapiq,0.00010394776344000303,10,100
TreeRecap,exhaustive,ViT4by4Patches_1,0,xgb,leverage,,5.301757902056385e-06,10,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,default,kernelshapiq,0.00019135061719721333,20,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,svarmiq,0.0029476567414942743,10,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,shapiq,1.209141696927194e-05,10,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,svarmiq,1.2971049973077204e-05,20,50
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,,3.603179890970335e-05,10,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,leverage,kernelshapiq,0.025441800909823054,10,200
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,,0.02552820388096617,20,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,shapiq,18.01122475911405,10,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,svarmiq,11.277141803927798,10,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,shapiq,0.002224105674062051,20,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.002339867565087068,10,100
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,,0.0020207446255079975,10,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,kernelshapiq,0.010934854028686904,20,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,svarmiq,0.010905741600466708,10,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,shapiq,9.286989647224223,10,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,svarmiq,11.77970813026142,20,50
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,,9.730636705453803,10,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,leverage,kernelshapiq,0.0020444669666819944,10,200
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,default,,0.0022006720781925543,20,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,shapiq,0.0009413775392749099,10,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,leverage,svarmiq,0.0006643988864555849,10,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,shapiq,0.0828470495340794,20,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,kernelshapiq,0.04991561238507121,10,100
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,,0.02780158427650334,10,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,kernelshapiq,0.00013634926205928168,20,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,svarmiq,1.6657880839834242e-05,10,100
