approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,leverage,shapiq,1.4976082270085284e-05,,
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,svarmiq,5.165266046625946e-06,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,shapiq,3.807260560125608e-05,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,leverage,kernelshapiq,5.8719569462386146e-05,,
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,,0.0019649073266483825,20,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,kernelshapiq,6.128551398393452e-06,20,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,leverage,svarmiq,1.7173497846524066e-05,,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.025017982416058585,20,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.025291523917913932,20,200
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,leverage,,0.026471852963369732,,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,2960.9379217117908,20,100
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,10.276112619767778,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,leverage,shapiq,0.0022238875468889763,,
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.002319849872676487,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.010864314939476453,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,leverage,kernelshapiq,0.011934034086908137,,
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.0104960193087443,20,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,230.67481975119054,20,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,svarmiq,11.105195352857292,,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.0023479393464470523,20,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0020313206673064754,20,200
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,dt,leverage,,0.002253474113337934,,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,kernelshapiq,0.0009048615204194472,20,100
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,,0.0012399863071266995,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,leverage,shapiq,0.034068247621518104,,
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,svarmiq,0.030550729884550556,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,shapiq,1.6952388143383675e-05,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,leverage,kernelshapiq,3.985277800534052e-05,,
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,,1.2050768393794959e-05,20,100
