approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,leverage,shapiq,8.046121219950965e-06,20,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,svarmiq,5.015617247493308e-06,10,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,shapiq,4.6686684070257525e-05,10,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,kernelshapiq,0.000334856169964822,20,50
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,,0.0019649073266483825,10,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,kernelshapiq,6.128551398393452e-06,10,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,svarmiq,1.0292244126175447e-05,20,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.025017982416058585,10,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.025291523917913932,10,200
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,,0.02650204087751394,20,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,2960.9379217117908,10,100
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,9.978980281957151,10,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,shapiq,0.002194359838155101,20,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.002319849872676487,10,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.010864314939476453,10,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.011219407917155921,20,50
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.0104960193087443,10,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,648.1396728070637,10,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,11.787120225389302,20,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.0023479393464470523,10,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0019983834524669943,10,200
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,,0.0021792251059549626,20,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,kernelshapiq,0.0009048615204194472,10,100
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,,0.0012399863071266995,10,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,shapiq,0.056138080385565954,20,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,svarmiq,0.030550729884550556,10,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,shapiq,9.111766360865032e-05,10,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,kernelshapiq,0.00011315400037514067,20,50
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,,1.2050768393794959e-05,10,100
