approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,default,shapiq,1.1991542517552025e-05,20,200
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,leverage,kernelshapiq,1.4976082270085284e-05,,
TreeRecap,exhaustive,ViT4by4Patches_1,0,lightgbm,default,,1.2553621016091448e-05,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,kernelshapiq,3.8080406727644214e-05,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,dt,leverage,svarmiq,5.8719569462386146e-05,,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,shapiq,0.0001349366347318264,20,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,svarmiq,6.480688107460797e-06,20,200
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,leverage,,1.7173497846524066e-05,,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,kernelshapiq,0.0253206859563127,20,100
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,,0.02527890739415785,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,shapiq,13.394552148230375,,
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,svarmiq,17.201113994868173,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,default,shapiq,0.0019953532584882365,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,leverage,kernelshapiq,0.0022238875468889763,,
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,,0.002087108187856286,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,kernelshapiq,0.010858835274751743,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,dt,leverage,svarmiq,0.011934034086908137,,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,shapiq,15.190078094620771,20,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,svarmiq,8.520662769960191,20,200
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,,11.105195352857292,,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,kernelshapiq,0.0023298347645478953,20,100
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,xgb,default,,0.0020311875413471167,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,leverage,shapiq,0.0015160019993412967,,
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,svarmiq,0.002285310475011256,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,default,shapiq,0.03566209886528809,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,leverage,kernelshapiq,0.034068247621518104,,
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,,0.0324658118893328,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,kernelshapiq,1.684833537501361e-05,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,leverage,svarmiq,3.985277800534052e-05,,
