approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,leverage,kernelshapiq,1.0647749339839355e-05,20,200
TreeRecap,exhaustive,ViT4by4Patches_1,0,dt,default,,1.7267638762577275e-05,,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,shapiq,0.0029534756390196797,20,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,leverage,svarmiq,7.610339555275773e-05,20,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,dt,default,shapiq,1.2380553922054945e-05,,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,kernelshapiq,3.936369106969525e-05,20,100
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,,1.1898172308638642e-05,20,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,default,kernelshapiq,0.02575292728001316,,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,svarmiq,0.024953102714348523,20,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,shapiq,11.358002201364101,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,default,svarmiq,12.91127182317321,,
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,,11.655871292174115,20,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,kernelshapiq,0.0020350308018098127,20,200
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,dt,default,,0.002185075008371949,,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,shapiq,0.010859887821564237,20,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,leverage,svarmiq,0.011153879048384097,20,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,dt,default,shapiq,10.688719487042963,,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,kernelshapiq,9330.990664020253,20,100
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,,9.347254659833707,20,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,dt,default,kernelshapiq,0.0022096704862869204,,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,leverage,svarmiq,0.0023355938383408216,20,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,leverage,shapiq,0.0006557033959307881,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,default,svarmiq,0.0015627484384001745,,
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,,0.0008627980132839546,20,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,kernelshapiq,0.030062378756644106,20,200
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,default,,0.04411484122546468,,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,shapiq,2.142759346069821e-05,20,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,leverage,svarmiq,2.745530570091561e-05,20,200
