approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,kernelshapiq,1.01817966254675e-05,,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,dt,leverage,svarmiq,9.34563152566488e-06,10,
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,shapiq,0.0002489679654025785,20,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,default,svarmiq,0.00017314447523876142,,50
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,dt,leverage,,6.248178223396308e-05,10,
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,default,kernelshapiq,2.1268547534545752e-05,20,200
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,,1.7451876990399104e-05,,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,dt,leverage,shapiq,0.026471852963369732,10,
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,svarmiq,0.024667378475743913,20,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,default,shapiq,13.892257412081376,,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,dt,leverage,kernelshapiq,25785.685461550445,10,
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,,12.311863846294713,20,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,kernelshapiq,0.0021992210815256577,,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,dt,leverage,svarmiq,0.002403112490550024,10,
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.010785767210729406,20,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,svarmiq,0.011055914171893638,,50
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,dt,leverage,,0.011934034086908137,10,
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,1549.6023199084648,20,200
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,,9.504865508475856,,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,dt,leverage,shapiq,0.002469261552163123,10,
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.0022862216566815535,20,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,default,shapiq,0.0007314601338467665,,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,dt,leverage,kernelshapiq,0.0015160019993412967,10,
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,,0.0018567426322123573,20,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,kernelshapiq,0.059922868721971854,,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,dt,leverage,svarmiq,0.03160554526541962,10,
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,shapiq,1.797185834511519e-05,20,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,svarmiq,1.7443130530815715e-05,,50
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,dt,leverage,,2.106023792655647e-05,10,
