approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,leverage,shapiq,2.2726159887397493e-05,10,50
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,svarmiq,7.706139493756295e-06,10,100
TreeRecap,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,,5.1267678936718785e-06,,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,leverage,kernelshapiq,7.703496144393293e-05,10,50
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,rf,default,,0.00023101683502869196,10,100
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,shapiq,0.00010955812223771622,,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,svarmiq,1.1885850190648386e-05,10,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,shapiq,0.02552667683985687,10,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.0251712869365487,,200
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,leverage,,0.025469737283734653,10,50
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,default,kernelshapiq,10290.794704911392,10,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,svarmiq,15.487164955036251,,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,shapiq,0.00201879032977573,10,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,svarmiq,0.002292454013813659,10,100
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,,0.0022268646098869064,,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,leverage,kernelshapiq,0.011087418937603101,10,50
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,,0.011092164035006267,10,100
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,shapiq,13.996441753210213,,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,svarmiq,9.30807447467234,10,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,default,shapiq,0.002330902203667443,10,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,leverage,kernelshapiq,0.00233188085883807,,200
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,xgb,leverage,,0.0020460555337071516,10,50
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,default,kernelshapiq,0.0005272258281890858,10,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,svarmiq,0.0006391748532772991,,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,shapiq,0.029768247841701567,10,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,svarmiq,0.03308402359001246,10,100
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,,0.017947993066641726,,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,leverage,kernelshapiq,0.0006688175601094842,10,50
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,,1.2702957578042504e-05,10,100
