approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,xgb,leverage,kernelshapiq,1.1791303702235721e-05,10,200
TreeRecap,exhaustive,ViT4by4Patches_1,0,rf,default,,1.6432841750013124e-05,20,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,shapiq,0.0029534756390196797,10,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,leverage,svarmiq,7.688174911434969e-05,10,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,shapiq,1.0325351381055775e-05,20,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,lightgbm,leverage,kernelshapiq,3.936369106969525e-05,10,100
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,,1.1898172308638642e-05,10,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,default,kernelshapiq,0.025593264861300195,20,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,svarmiq,0.024953102714348523,10,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,shapiq,11.290710498415006,10,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,default,svarmiq,13.939991727433643,20,50
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,,11.655871292174115,10,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,xgb,leverage,kernelshapiq,0.0020196607406058665,10,200
TreeRecap,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,,0.0021681329933598715,20,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,shapiq,0.010859887821564237,10,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,leverage,svarmiq,0.011153879048384097,10,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,shapiq,11.917426005960602,20,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,kernelshapiq,9330.990664020253,10,100
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,,9.26999307040863,10,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,rf,default,kernelshapiq,0.0022160357053682615,20,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,leverage,svarmiq,0.0023355938383408216,10,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,leverage,shapiq,0.0006557033959307881,10,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,default,svarmiq,0.000798670212377728,20,50
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,,0.0008627980132839546,10,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,xgb,leverage,kernelshapiq,0.028156077917733856,10,200
TreeRecap,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,,0.04402506767323139,20,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,shapiq,2.142759346069821e-05,10,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,leverage,svarmiq,4.1897111362426295e-05,10,200
