approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,default,kernelshapiq,1.030887607036971e-05,,200
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,leverage,svarmiq,5.617783752123536e-06,,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,leverage,shapiq,6.55270997358384e-05,,100
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,default,svarmiq,0.00017292457226461208,,200
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,leverage,,0.05001049441598585,,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,leverage,kernelshapiq,1.2931978412576119e-05,,100
TreeRecap,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,default,,1.62909176405987e-05,,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,shapiq,0.025755928317008514,,50
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,leverage,svarmiq,0.02551029582667412,,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,rf,default,shapiq,13.749837450522563,,200
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,leverage,kernelshapiq,27478.671391246193,,50
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,,13.010718162936113,,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,default,kernelshapiq,0.0021906469690486687,,200
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,leverage,svarmiq,0.002381886965668779,,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,leverage,shapiq,0.01123087554288072,,100
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,default,svarmiq,0.011022278234487586,,200
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,leverage,,0.010568884834792508,,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,leverage,kernelshapiq,7300.071272214599,,100
TreeRecap,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,default,,9.429587096112453,,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,leverage,shapiq,0.002449980458148333,,50
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,leverage,svarmiq,0.0022615552055371374,,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,rf,default,shapiq,0.0007219256336324782,,200
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,leverage,kernelshapiq,0.0007378691931161657,,50
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,leverage,,0.0007087462444301169,,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,default,kernelshapiq,0.04366076420116012,,200
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,leverage,svarmiq,0.029257157763959627,,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,leverage,shapiq,6.194562014243146e-05,,100
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,default,svarmiq,1.704988105065183e-05,,200
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,leverage,,2.255906897650412e-05,,50
