approximator,game_type,game_identifier,id_explain,value_model,sampling_weight,residual_approximator,MSE,max_depth,n_estimators
RegressionMSR,exhaustive,ViT4by4Patches_1,0,rf,leverage,shapiq,8.409963892531757e-06,10,100
RegressionMSR,exhaustive,ViT4by4Patches_1,0,lightgbm,default,svarmiq,4.239325626839295e-06,,200
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,xgb,default,shapiq,4.6690986940154515e-05,10,50
RegressionMSR,exhaustive,BikeSharingLocalXAI_3,0,rf,leverage,kernelshapiq,0.0003116025359218171,10,100
TreeRecap,exhaustive,BikeSharingLocalXAI_3,0,lightgbm,default,,0.00019971141097768744,,200
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,xgb,default,kernelshapiq,6.128543021938761e-06,10,50
RegressionMSR,exhaustive,CaliforniaHousingLocalXAI_4,0,rf,leverage,svarmiq,9.622408659581484e-06,10,100
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,lightgbm,default,shapiq,0.025012109682332848,,200
RegressionMSR,pathdependent,CaliforniaHousingLocalXAI_2,0,xgb,default,svarmiq,0.02529153197067,10,50
TreeRecap,pathdependent,CaliforniaHousingLocalXAI_2,0,rf,leverage,,0.026396432390038027,10,100
RegressionMSR,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,lightgbm,default,kernelshapiq,1554.1827058872304,,200
TreeRecap,pathdependent,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,,9.977032293060478,10,50
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,rf,leverage,shapiq,0.002365142993899728,10,100
RegressionMSR,pathdependent,Corrgroups60LocalXAI_2,0,lightgbm,default,svarmiq,0.002267565557242062,,200
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,xgb,default,shapiq,0.010864317872620039,10,50
RegressionMSR,interventional,CaliforniaHousingLocalXAI_2,0,rf,leverage,kernelshapiq,0.011259137487920104,10,100
TreeRecap,interventional,CaliforniaHousingLocalXAI_2,0,lightgbm,default,,0.010537286788047434,,200
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,xgb,default,kernelshapiq,4597.119756326086,10,50
RegressionMSR,interventional,CommunitiesAndCrimeLocalXAI_2,0,rf,leverage,svarmiq,15.502518550032383,10,100
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,lightgbm,default,shapiq,0.002286384942268574,,200
RegressionMSR,interventional,Corrgroups60LocalXAI_2,0,xgb,default,svarmiq,0.0019984684615674733,10,50
TreeRecap,interventional,Corrgroups60LocalXAI_2,0,rf,leverage,,0.0022742607192739964,10,100
RegressionMSR,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,lightgbm,default,kernelshapiq,0.000905008160393351,,200
TreeRecap,exhaustive_tabpfn,CaliforniaHousingLocalXAI_1,0,xgb,default,,0.0012399861431967138,10,50
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,rf,leverage,shapiq,0.14832511454666245,10,100
RegressionMSR,exhaustive_tabpfn,BikeSharingLocalXAI_1,0,lightgbm,default,svarmiq,0.02946671256313832,,200
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,xgb,default,shapiq,7.329794193650617e-05,10,50
RegressionMSR,exhaustive_tabpfn,RealEstateLocalXAI_1,0,rf,leverage,kernelshapiq,0.00028507413478588657,10,100
TreeRecap,exhaustive_tabpfn,RealEstateLocalXAI_1,0,lightgbm,default,,1.1470802899030273e-05,,200
