game,explain_id,approximator,budget,wall_clock,runtime_evaluations,runtime_proxy_time,runtime_adjustment_time,runtime_total,runtime_overhead_excl_eval
TabArenaBioresponseLocalXAI_3,0,ProxySHAP (XGBoost),2000,0.9947655830183066,0.03455308300908655,0.6318637499934994,8.333998266607523e-06,0.9939607909764163,0.9594077079673298
TabArenaBioresponseLocalXAI_3,0,ProxySHAP (XGBoost),5000,1.8758024999988265,0.06514691599295475,0.9202121249982156,1.0791001841425896e-05,1.8749884589924477,1.809841542999493
TabArenaBioresponseLocalXAI_3,0,ProxySHAP (XGBoost),10000,2.68915258301422,0.1376651249884162,0.8009910830005538,1.200000406242907e-05,2.688484541984508,2.5508194169960916
